S.no.	ID	Name	Email-id	Mobile no.	Address	City	State	Sector	Website
20	AS/2020/0266928	ABHIGYAN YOUTH CHARITABLE TRUST	Contactayct@gmail.com	8812007555	TILAPARA P.O AMBARI P.S ABHAYAPURI	BONGAIGAON	ASSAM, 	Agriculture,Animal Husbandry, Dairying  &  Fisheries,Art & Culture,Children,Education & Literacy,Aged/Elderly,Environment & Forests,Food Processing,Health & Family Welfare,Housing,Human Rights,Information & Communication Technology,Labour & Employment,Sports,Urban Development & Poverty Alleviation,Vocational Training,Women's Development & Empowerment,Youth Affairs,	http://abhigyanyct.blogspot.com/
21	AS/2017/0153099	Abhigyanm	abhigyanmassam@gmail.com	9401097962	Gotanagar, Rongbhumi, P.O.- Gotanagar	Guwahati			
22	AS/2020/0260909	Abhimat NGO	abhimatblp@gmail.com	8638953846	BOTERTAL, BILASIPARA WARD -8, PO-HAKAMA, PS-BILASIPARA	DHUBRI	ASSAM, 	Art & Culture,Children,Civic Issues,Disaster Management,Drinking Water,Education & Literacy,Aged/Elderly,Health & Family Welfare,Human Rights,Labour & Employment,Vocational Training,Women's Development & Empowerment,Youth Affairs,	http://abhimatngo.tpgiis.in
23	AS/2017/0169406	ABHINAYA SOCIETY	KRISHNAGOSWAMI21@GMAIL.COM	9818008561	AVHINAYA SOCIETY VILL-L.B ROAD, NEW GUWAHATI DIST-KAMRUP, ASSAM	KAMRUP	ASSAM, 	Art & Culture,	
24	AS/2018/0213215	ABHIYATRI BIKASH SAMITY	sajitali686@gmail.com	9864896700	52 No. Rastriya Ghai Path, Khudrapalaha, P.O.	Baihata Chariali	ASSAM, 	Agriculture,Animal Husbandry, Dairying  &  Fisheries,Art & Culture,Children,Drinking Water,Education & Literacy,Environment & Forests,Sports,Any Other,	
25	AS/2011/0044109	ABINASWAR GOSTHI	dipaknagaon@gmail.com	9706036912	ABINASWAR GOSTHI HEAD OFFICE PURANIGUDAMPO PURANIGUDAM PIN 782141	NAGAON	ASSAM, 	Art & Culture,	
26	AS/2017/0117720	ABU HANIFA RURAL DEVELOPMENT MISSION	abu.hanifa972@gmail.com	9864568588	Vill:-Aprupi, P.O:-Chandmama, P.s:- Kalgachia, Dist:- Barpeta (Assam)PIN NO-781321.	Barpeta	ASSAM, 	Education & Literacy,	
27	AS/2018/0198602	ACADEMIC AND RESEARCH FOUNDATION	arfghy@yahoo.com	9864026126	MALIGAON, GUWAHATI781011, ASSAM	GUWAHATI			
28	AS/2017/0116690	Accelerate Assam Initiative	choudhuryshyam27@gmail.com	9435448314	H.N-4, Nandan Nagar, Sarumotoria, Dispur, Guwahati (Assam) -781006	Guwahati	ASSAM, testingswss, ASSAM, 	Animal Husbandry, Dairying  &  Fisheries,Aged/Elderly,Art & Culture,Children,Disaster Management,Education & Literacy,Environment & Forests,Health & Family Welfare,HIV/AIDS,Human Rights,Information & Communication Technology,Legal Awareness & Aid,Labour & Employment,Micro Small & Medium Enterprises,Panchayati Raj,Right to Information & Advocacy,Science & Technology,Sports,Tribal Affairs,Tourism,Urban Development & Poverty Alleviation,Vocational Training,Women's Development & Empowerment,Youth Affairs,	
29	AS/2018/0205135	ACE GLOBAL ORGANISATION	aceglobalorg2008@gmail.com	8638867984	Rajat Enclave, Flat No- 1D, New Town Path, Ulubari, Guwahati-781006	GUWAHATI	ASSAM, 	Agriculture,Animal Husbandry, Dairying  &  Fisheries,Art & Culture,Biotechnology,Children,Civic Issues,Differently Abled,Disaster Management,Drinking Water,Education & Literacy,Aged/Elderly,Environment & Forests,Food Processing,Health & Family Welfare,HIV/AIDS,Housing,Human Rights,Information & Communication Technology,Labour & Employment,Land Resources,Legal Awareness & Aid,Micro Finance (SHGs),Micro Small & Medium Enterprises,Minority Issues,New & Renewable Energy,Nutrition,Panchayati Raj,Prisoner's Issues,Right to Information & Advocacy,Rural Development & Poverty Alleviation,Science & Technology,Scientific & Industrial Research,Sports,Tourism,Tribal Affairs,Urban Development & Poverty Alleviation,Vocational Training,Water Resources,Women's Development & Empowerment,	
30	AS/2017/0153702	ACHIEVER FRONTIER YOUTH ASSOCIATION	AFYASSOCIATION@GMAIL.COM	9435665860	VILLAGE- SAHABAD PART 1, P.O.- SAHABAD, P.S.- KATLICHERRA, DIST- HAILAKANDI, ASSAM, PIN- 788163	HAILAKANDI			
31	AS/2018/0184506	Action for Inclusion and Empowerment Trust	bhaotina@gmail.com	8133802070	W/NO-8, Hatimata,	kokrajhar			
32	AS/2018/0198857	ADAP ARNI TRIBAL DEVELOPMENT SOCIETY	adaparni12@gmail.com	9706143629	BIRKUCHI, NARENGI	GUWAHATI	ASSAM, 	Animal Husbandry, Dairying  &  Fisheries,Nutrition,Rural Development & Poverty Alleviation,Vocational Training,	
33	AS/2009/0018538	ADARSHA SAMAJ KALYAN SAMITTEE	adarshasamajkalyansamity@gmail.com	9954041671	Beloguri Natun Bazar POSolmari Via Haiborgaon Nagaon Assam	Morigaon	ASSAM, ARUNACHAL PRADESH, ASSAM, BIHAR, DELHI, MANIPUR, MEGHALAYA, 	Animal Husbandry, Dairying  &  Fisheries,Aged/Elderly,Agriculture,Art & Culture,Biotechnology,Children,Civic Issues,Differently Abled,Disaster Management,Dalit Upliftment,Drinking Water,Education & Literacy,Environment & Forests,Food Processing,Health & Family Welfare,HIV/AIDS,Housing,Human Rights,Information & Communication Technology,Legal Awareness & Aid,Labour & Employment,Land Resources,Micro Finance (SHGs),Minority Issues,Micro Small & Medium Enterprises,	http://www.asksngo.in
34	AS/2019/0246356	ADDAIYAN FOUNDATION	addaiyanfoundation@gmail.com	9854957050	VILL- UTTAR ASHINAGAR, P.O. NILBAGAN, P.S. DOBOKA, DIST. HOJAI, ASSAM	HOJAI	ASSAM, 	Rural Development & Poverty Alleviation,	
35	AS/2016/0095875	ADHYAYAN EDUCATIONAL SOCIETY	adhyayankaliabor@gmail.com	8720989902	VILL-HATIGAON PO-KUWARITOL PS-KALIABOR PIN-782137 DIST-NAGAON (ASSAM) D	KALIABOR	ASSAM, testingswss, ASSAM, 	Animal Husbandry, Dairying  &  Fisheries,Aged/Elderly,Agriculture,Art & Culture,Biotechnology,Children,Civic Issues,Differently Abled,Disaster Management,Dalit Upliftment,Drinking Water,Education & Literacy,Environment & Forests,Food Processing,Health & Family Welfare,HIV/AIDS,Housing,Human Rights,Information & Communication Technology,Legal Awareness & Aid,Labour & Employment,Land Resources,Micro Finance (SHGs),Minority Issues,Micro Small & Medium Enterprises,	http://
36	AS/2017/0169220	ADITYA 	adityalight.ngo@gmail.com	8135094867	H/No.-40, Panbazar, Guwahati.-01	Guwahati			
37	AS/2018/0189828	ADITYA ASSOCIATION AND HINDI DEVELOPMENT SOCIETY	taxnacctspro@gmail.com	9854253399	HOUSE NO 48, GAROKUCHI PATH, BHAGADUTTAPUR, NEAR AMARNATH MANDIR, BELTOLA, GUWAHATI 781028, KAMRUP METRO	GUWAHATI			
38	AS/2018/0204987	AED FOUNDATION	aedfvision@gmail.com	7002901272	SURJYAKHATA, PO-BILASIPARA	BILASIPARA			
39	AS/2015/0088197	AESTHETIC	aesthetic4art@gmail.com	9854178463	Houese no.-01, Ground Floor, F.A. Road, Kumarpara Chariali, Guwahati, Pin.:- 781009	guwahati	ASSAM, 	Agriculture,Art & Culture,Differently Abled,Disaster Management,Education & Literacy,Environment & Forests,Health & Family Welfare,Legal Awareness & Aid,Labour & Employment,Right to Information & Advocacy,Rural Development & Poverty Alleviation,Tribal Affairs,Tourism,Vocational Training,	http://aestheticart.org
40	AS/2020/0261608	AGAN- A STEP FORWARD	medhikoushik2018@gmail.com	9957651038	AGANA STEP FORWARD M.B.ROAD P.ORATANPUR VILLAGEKHATOWALPARA, DISTRICT-UDALGURI , ASSAM	TANGLA		Education & Literacy,Environment & Forests,Labour & Employment,Youth Affairs,	
41	AS/2017/0159493	AGRADOOT SWESHASEWAK SANGSTHA BARKHETRI	pkdeka96@gmail.com	9864069039	H.OBARTALA, PIN781138	BARTALA			
42	AS/2017/0160989	AGRANI YOUTH ORGANIZATION	adityarajkashyap908@gmail.com	8011319720	VILL-BATHAN , KAMRUP(R) , SUALKUCHI ASSAM 781103	SUALKUCHI	ASSAM, 		
43	AS/2018/0203539	Agricultural, Social And Rurban development Society (ASARDS)	FOKRUJ.NRC@GMAIL.COM	7035099641	Algapur 1, algapur, kalibari bazar	hailakandi	ASSAM, 	Agriculture,Animal Husbandry, Dairying  &  Fisheries,Food Processing,Health & Family Welfare,Rural Development & Poverty Alleviation,Urban Development & Poverty Alleviation,Vocational Training,Women's Development & Empowerment,	
44	AS/2018/0192390	AGWR ORGANIC AGRO PRODUCER COMPANY LIMITED	sb99579@gmail.com	9957960581	NO. 1 DIMAKUCHI P.O. DIMAKUCHI P.S. DIMAKUCHI MOUZA- SEKHAR DIST. UDALGURI PIN- 784526	DIMAKUCHI	ASSAM, 	Agriculture,Food Processing,Any Other,	
45	AS/2014/0083461	AHSUS FOUNDATION	ahsusfoundation34@gmail.com	9706494170	Office of the AHSUS Foundation Morigaon Town, Ward No-3 P.O	Morigaon	ASSAM, testingswss, ASSAM, 	Animal Husbandry, Dairying  &  Fisheries,Aged/Elderly,Agriculture,Art & Culture,Biotechnology,Children,Civic Issues,Differently Abled,Disaster Management,Drinking Water,Education & Literacy,Environment & Forests,Food Processing,Health & Family Welfare,HIV/AIDS,Human Rights,Information & Communication Technology,Legal Awareness & Aid,Labour & Employment,Land Resources,Minority Issues,Micro Small & Medium Enterprises,New & Renewable Energy,Nutrition,Science & Technology,	http://www.ahsusfoundation.ngo
46	AS/2018/0212685	AID FOR THE DISABLED SOCIETY	aidngo98@gmail.com	9126684922	MORIGAON TOWN WARD NO 7 MORIGAON, MORIGAON, ASSAM, 782105	MORIGAON	ASSAM, 	Agriculture,Education & Literacy,Environment & Forests,Health & Family Welfare,	
47	AS/2017/0160822	AIKIDO SOCIETY	kkhmk123@gmail.com	9678776095	Krishna Nagar, Pathsala Town, W/No. 1, P.O Pathsala, Dist. Barpeta, Assam, Pin-781325	Pathsala	ASSAM, 	Education & Literacy,	https://www.kkhjc.in
48	AS/2020/0253069	Aims Educational & Social Welfare Foundation	aims2019nmsp@gmail.com	8812810870	ABHAYAPURI-WARD-I, PO- ABHAYAPURI, NORTH SALMARA, SRIJANGRAM, BONGAIGAON, ASSAM, 783384	BONGAIGAON	ASSAM, 	Art & Culture,Children,Differently Abled,Education & Literacy,Environment & Forests,Health & Family Welfare,Minority Issues,Rural Development & Poverty Alleviation,Science & Technology,Women's Development & Empowerment,	
49	AS/2019/0240781	AISHWARYA WELFARE AND REHABILITATION SOCIETY	awrs.assam@yahoo.com	7002033585	PO	BAGRIBARI	ASSAM, 	Agriculture,Art & Culture,Children,Civic Issues,Disaster Management,Drinking Water,Education & Literacy,Aged/Elderly,Environment & Forests,HIV/AIDS,Minority Issues,Panchayati Raj,Sports,Vocational Training,Women's Development & Empowerment,	
50	AS/2019/0230448	Ajad Foundation Trust	ajadfoundation18@gmail.com	9854324588	House no . 2, Samagom Path, Hatigaon Chariali, P.O.Hatigaon, Guwahati781038	Hatigaon			
51	AS/2009/0001092	AJAGAR SOCIAL CIRCLE	ajagarsocialcircle@yahoo.co.in	9435725238	Ajagar Social Circle Agia Bazar P.O.- Agia P.S.- Goalpara Dist.- Goalpara ( Assam) Pincode- 783120	Goalpara	ASSAM, 	Agriculture,Micro Finance (SHGs),Rural Development & Poverty Alleviation,Disaster Management,Education & Literacy,	http://www.ajagarsocialcircle.ngo
52	AS/2009/0002772	AJMAL Foundation	ajmalfoundation.sdl@gmail.com	9435168635	AJMAL Foundation Haji Mufassil Ali Complex Gandhi Vidyapeeth Road, Hojai. P.O and P.S: Hojai. State: Assam PIN: 782435	Hojai	ARUNACHAL PRADESH, ASSAM, testingswss, ASSAM, BIHAR, MEGHALAYA, MANIPUR, NAGALAND, TRIPURA, WEST BENGAL, ASSAM, 	Aged/Elderly,Agriculture,Children,Civic Issues,Differently Abled,Disaster Management,Drinking Water,Education & Literacy,Environment & Forests,Health & Family Welfare,Housing,Information & Communication Technology,Legal Awareness & Aid,Labour & Employment,Micro Finance (SHGs),Minority Issues,Micro Small & Medium Enterprises,Rural Development & Poverty Alleviation,Scientific & Industrial Research,Science & Technology,Urban Development & Poverty Alleviation,Vocational Training,Women's Development & Empowerment,Youth Affairs,Any Other,	http://www.ajmalfoundation.org
53	AS/2018/0206857	AKANGSHA	mithusaikia002@gmail.com	9706739740	VILL-ATIKAMPUR, P.O-KAMPUR, DIST-NAGAON, ASSAM, PIN-782426	NAGAON	ARUNACHAL PRADESH, ASSAM, 	Animal Husbandry, Dairying  &  Fisheries,Education & Literacy,	
54	AS/2016/0096365	AKANGSHYA NGO	akangshyango@gmail.com	9435363537	Kushal Path Demow, Po Demow,785662	Sivasagar	ASSAM, 	Agriculture,Art & Culture,Disaster Management,Environment & Forests,Health & Family Welfare,HIV/AIDS,Labour & Employment,Panchayati Raj,Rural Development & Poverty Alleviation,Tribal Affairs,Tourism,Vocational Training,Youth Affairs,	http://akangshyaindia.yolasite.com
55	AS/2019/0241857	AKASH DEEP NGO	royarunchandra128@gmail.com	7399437781	Angarkata Palashbari P O Kumarikata Distict Baska BTAD Assam 781360	Baska			
56	AS/2019/0231367	AKASH N.G.O	akalamazad1986@gmail.com	7002246072	VILL-LAHKARGAON,P.O	GUWAHATI	ASSAM, 	Agriculture,Animal Husbandry, Dairying  &  Fisheries,Art & Culture,Biotechnology,Children,Civic Issues,Dalit Upliftment,Differently Abled,Disaster Management,Drinking Water,Education & Literacy,Aged/Elderly,Environment & Forests,Food Processing,Health & Family Welfare,HIV/AIDS,Housing,Human Rights,Information & Communication Technology,Labour & Employment,Land Resources,Legal Awareness & Aid,Micro Finance (SHGs),Micro Small & Medium Enterprises,Minority Issues,New & Renewable Energy,Nutrition,Panchayati Raj,Prisoner's Issues,Right to Information & Advocacy,Rural Development & Poverty Alleviation,Science & Technology,Scientific & Industrial Research,Sports,Tourism,Tribal Affairs,Urban Development & Poverty Alleviation,Vocational Training,Water Resources,Women's Development & Empowerment,	
57	AS/2018/0182960	AKATA BANDHAN NGO	faijulmld0@gmail.com	7896894087	Gerimari Chapori CT, Mangaldai, Darrang Assam	Mangaldai	ASSAM, 	Agriculture,Animal Husbandry, Dairying  &  Fisheries,Children,Education & Literacy,Health & Family Welfare,Labour & Employment,Rural Development & Poverty Alleviation,Women's Development & Empowerment,	
58	AS/2017/0117996	AKSHAR FOUNDATION	alakasarma@gmail.com	9435049550	Akshar Foundation House No.18, Basisthapur Bye lane.03, Beltola,Guwahati781028 Dist: Kamrup (Metro), Assam	Guwahati	ASSAM, DELHI, 	Children,Education & Literacy,Environment & Forests,Health & Family Welfare,Human Rights,Legal Awareness & Aid,Rural Development & Poverty Alleviation,Vocational Training,Women's Development & Empowerment,	http://aksharfoundation.org
59	AS/2012/0052683	Al Amin Library Foundation Nagaon	aalfnagaon@gmail.com	9706158009	At. R.D.M. Road, Aminpatty, P.O. Nagaon, Dist. Nagaon, State Assam, PIN-782001	Nagaon	ASSAM, 	Aged/Elderly,Children,Civic Issues,Disaster Management,Drinking Water,Education & Literacy,Environment & Forests,Health & Family Welfare,HIV/AIDS,Minority Issues,Science & Technology,Sports,Tribal Affairs,Vocational Training,Youth Affairs,	http://alaminfoundation.org
60	AS/2016/0098600	Al Hafiz Foundation	alhafizfoundation@gmail.com	9864022122	Vill- Shillongani, PO- Shillongani, PS- Sadar Dist- Nagaon, State- Assam, Pin- 782002	Nagaon	ASSAM, 	Agriculture,Animal Husbandry, Dairying  &  Fisheries,Art & Culture,Biotechnology,Children,Civic Issues,Dalit Upliftment,Differently Abled,Disaster Management,Drinking Water,Education & Literacy,Aged/Elderly,Environment & Forests,Food Processing,Health & Family Welfare,HIV/AIDS,Housing,Human Rights,Information & Communication Technology,Labour & Employment,Land Resources,Legal Awareness & Aid,Micro Finance (SHGs),Micro Small & Medium Enterprises,Minority Issues,New & Renewable Energy,Nutrition,Panchayati Raj,Prisoner's Issues,Right to Information & Advocacy,Rural Development & Poverty Alleviation,Science & Technology,Scientific & Industrial Research,Sports,Tourism,Tribal Affairs,Urban Development & Poverty Alleviation,Vocational Training,Water Resources,Women's Development & Empowerment,Youth Affairs,	http://alhafizfoundations.org/
61	AS/2010/0033122	al hilal developement society	ahdslnalbari@gmail.com	9957947796	Vill- Larkuchi PO- Larkuchi Dist- Nalbari State Assam PIN 781138	Guwahati	ASSAM, 	Women's Development & Empowerment,Minority Issues,Agriculture,Animal Husbandry, Dairying  &  Fisheries,Art & Culture,Children,Dalit Upliftment,Disaster Management,Drinking Water,Education & Literacy,Environment & Forests,Food Processing,Health & Family Welfare,HIV/AIDS,Information & Communication Technology,Rural Development & Poverty Alleviation,Science & Technology,Sports,Tribal Affairs,Vocational Training,Youth Affairs,	
62	AS/2017/0118286	AL IMAAD FOUNDATION	ncpulmondal@gmail.com	9085735251	PROJECT OFFICE:-DWIPORPAR JOBEDIA HIGH MADRASSA,PO-DWIPORPAR,PS-TUFANGNJ ,DIST-COOCH BEHAR,WEST-BENGAL, PIN-736159	WUWAHATI	ASSAM, WEST BENGAL, 	Animal Husbandry, Dairying  &  Fisheries,Art & Culture,Biotechnology,Children,Civic Issues,Dalit Upliftment,Education & Literacy,Environment & Forests,Information & Communication Technology,	
63	AS/2017/0118296	AL QUASIMI MODERN ACADEMY	subahimoktab@gmail.com	8812922075	CAMPUS OFFICE:-(1)DARUL ULOOM KASHARIPARA,HALLIDAYGANJ ,MEGHALAYA (2)TUMNI LOWKHOWA, PO-TUMNI PS-SOUTH SALMARA,DIST-SOUTH SALMARA MANKACHAR,PIN-783127,	GUWAHATI	ASSAM, MEGHALAYA, 	Animal Husbandry, Dairying  &  Fisheries,Art & Culture,Biotechnology,Children,Civic Issues,Dalit Upliftment,Differently Abled,Disaster Management,Drinking Water,Education & Literacy,Minority Issues,Any Other,	
64	AS/2016/0107873	AL ZAMIA MODERN ACADEMY	zamiaacademy@gmail.com	7399657880	VILL JHARNAR CHAR PT IV PO JORUAR CHAR PS FAKIR GANJ DIST DHUBRI ASSAM PIN 783339 PROJECT OFFICE-THURIBARI 3 R K A ROAD,PO-BASUGAON,DIST-CHIRANG(ASSAM) PIN-783372	DHUBRI	ASSAM, MEGHALAYA, 	Animal Husbandry, Dairying  &  Fisheries,Art & Culture,Children,Civic Issues,Dalit Upliftment,Education & Literacy,Information & Communication Technology,Science & Technology,Women's Development & Empowerment,Any Other,	
65	AS/2017/0181206	AL-AMEEN CHARITABLE FUND TRUST	ismail_al_amin@yahoo.co.in	9954324038	ALAMEEN CHARITABLE FUND TRUST Village- Kalgachia, Post Office - Kalgachia, District-Barpeta, Pin No- 781319, Assam	BARPETA	ASSAM, 	Art & Culture,Children,Drinking Water,Education & Literacy,Environment & Forests,Food Processing,Health & Family Welfare,Housing,Human Rights,Information & Communication Technology,Micro Small & Medium Enterprises,New & Renewable Energy,Panchayati Raj,	
66	AS/2019/0229928	AL-ANSAR HIFZUL QURAN MADRASSATUL BANAT	salemancpul@gmail.com	7896651534	H/O-BALURHAT,VILL-KUWAR PAR,PO-JALABILA PS-BOGRIBARI,DIST-DHUBRI(ASSAM)PIN-783348	Guwahati	ASSAM, 	Animal Husbandry, Dairying  &  Fisheries,Art & Culture,Biotechnology,Children,Civic Issues,Education & Literacy,Aged/Elderly,Human Rights,Information & Communication Technology,Any Other,	
67	AS/2018/0200981	Al-KAABA FOUNDATION	alkaabaf@gmail.com	9435246035	Vill- Sitalpathar, P.O- Dergaon	Guwahati	ASSAM, 	Art & Culture,Children,Education & Literacy,Environment & Forests,Health & Family Welfare,Rural Development & Poverty Alleviation,Science & Technology,Women's Development & Empowerment,	
68	AS/2019/0239496	ALAKANANDA	malobikaburagohain125@gmail.com	9864077125	Alakananda Jagannath Path, Bhetapara, Beltola, Guwahati, Kamrup(M) Ph. No. 781028	Guwahati			
69	AS/2020/0265719	ALAKANANDA CULTURAL ORGANIZATION	alakananda31@gmail.com	8638682992	H.N-55-2, M.C. ROAD, UZAN BAZAR, GUWAHATI	GUWQAHATI	ASSAM, 	Art & Culture,	
70	AS/2018/0204780	ALAYARAN	aakokrajhar@gmail.com	7896620299	ALAYARAN VILL- DEBARGAON, P.O- RANGALIKHATA, P.S.	Guwahati	ASSAM, 	Art & Culture,Children,Civic Issues,Differently Abled,Disaster Management,Education & Literacy,Aged/Elderly,Environment & Forests,Health & Family Welfare,HIV/AIDS,Human Rights,Agriculture,Animal Husbandry, Dairying  &  Fisheries,Food Processing,Information & Communication Technology,Labour & Employment,Legal Awareness & Aid,Micro Small & Medium Enterprises,Minority Issues,Panchayati Raj,Rural Development & Poverty Alleviation,Tourism,Tribal Affairs,Urban Development & Poverty Alleviation,Vocational Training,Women's Development & Empowerment,	
