S.no.	ID	Name	Email-id	Mobile no.	Address	City	State	Sector	Website
22	DL/2018/0202501	AABHAAR FOUNDATION	HMOHANCO50@GMAIL.COM	8700321268	103, SHARMA COMPLEX, A-2, GURU NANAK PURA, LAXMINAGAR, DELHI-110092	DELHI			
23	DL/2016/0105108	Aabhass Foundation	aabhassfoundation2015@gmail.com	9643744084	408, First floor, West Guru Angad Nagar, Laxmi Nagar, Delhi-110092.	Delhi	DELHI, 	Animal Husbandry, Dairying  &  Fisheries,Aged/Elderly,Agriculture,Children,Civic Issues,Differently Abled,Disaster Management,Education & Literacy,Environment & Forests,Health & Family Welfare,HIV/AIDS,Human Rights,Information & Communication Technology,Legal Awareness & Aid,Labour & Employment,Minority Issues,New & Renewable Energy,Panchayati Raj,Right to Information & Advocacy,Rural Development & Poverty Alleviation,Science & Technology,Sports,Urban Development & Poverty Alleviation,Vocational Training,Women's Development & Empowerment,	http://
24	DL/2018/0211045	AACHIEVERS FOUNDATION	aachieversfoundation@gmail.com	9560626013	Rohini,Sector15, PocketC9, House no32	Delhi		Education & Literacy,	
25	DL/2018/0187735	Aadar Charitable Trust	admin@ammtys.com	9810001190	236, RAJPUR KHURD EXTENSION, CHHATARPUR, NEAR-TRIVOLI GARDEN, NEW DELHI-110068	NEW DELHI			
26	DL/2019/0238950	AADARSH YUVA MANDAL	tejpalrana826@gmail.com	9211471067	BLOCK C-2 HOUSE NUMBER 437 SULTAN PURI DELHI 110086	NEW DELHI			
27	DL/2017/0164703	Aaddinath Lakshya Education & Welfare Society	info.aaddinathlakshya@gmail.com	9871203472	House No 153/1 BlockA Inder Enclave Phase-2 New Delhi	Delhi	BIHAR, 	Women's Development & Empowerment,Vocational Training,Education & Literacy,Sports,Agriculture,Children,Dalit Upliftment,Disaster Management,Any Other,Health & Family Welfare,	https://sites.google.com/site/aaddinathlakshya/
28	DL/2018/0199742	AADERSH GRAMODAY SEVA SANSTHAN	aadershgramodaysevasansthan@gmail.com	7011033832	GD-99, GALI NO. 3, PUL PAHLADPUR, NEW DELHI-110072	NEW DELHI	ASSAM, DELHI, 	Agriculture,Civic Issues,Drinking Water,Education & Literacy,Youth Affairs,	
29	UA/2017/0153365	AADHAAR An Association For Development Harmony & Action Research	mailaadhaar@gmail.com	8171660669	Uttarakhand office- 195/1, Vasant Vihar, Dehradun, 248006 Reg. office-C/O Dr. Rajesh Sinha, A-12, Vasant Appartment,181/9, Kishangarh(opp. B-4), Vasantkunj, New Delhi-110070	New Delhi	UTTARAKHAND, HIMACHAL PRADESH, MAHARASHTRA, UTTAR PRADESH, 	Agriculture,Children,Dalit Upliftment,Disaster Management,Panchayati Raj,Right to Information & Advocacy,Rural Development & Poverty Alleviation,Water Resources,Women's Development & Empowerment,Environment & Forests,Education & Literacy,Vocational Training,	http://aadhaarassociation.org
30	DL/2020/0256947	AADHAARSHILA FOUNDATION EK PEHEL	suman_2529@yahoo.com	8800449419	FLAT NO. 102, U/G/F, PLOT NO.-48/49 BLOCK -TUTTAM NAGAR, NEAR BINDAPUR ROAD,	DELHI	TRIPURA, UTTAR PRADESH, 	Children,Education & Literacy,Environment & Forests,Food Processing,Health & Family Welfare,HIV/AIDS,Information & Communication Technology,Rural Development & Poverty Alleviation,Vocational Training,Women's Development & Empowerment,Any Other,	
31	DL/2018/0214512	AADHAR	aadhar1998@gmail.com	9212034435	A 361, Meera Bagh, Outer Ring Road, New Delhi -110087	New Delhi	DELHI, 	Children,Health & Family Welfare,	http://www.aadhar.org
32	DL/2019/0240572	Aadhar Nirman Foundation	anfngo2014@gmail.com	9990824246	242, GANPATI APARTMENT, SEC-9, PLOT NO.6, DWARKA, NEW DELHI-110075	NEW DELHI	UTTAR PRADESH, DELHI, 	Children,Education & Literacy,Rural Development & Poverty Alleviation,Science & Technology,	
33	DL/2016/0098762	Aadharica Socio Economic Empowerment Association	aseeango@gmail.com	9310181520	Reg. Office At; Kh.No5, Gali No4/1, Sangam Vihar, Wazirabad Village, Delhi-110084Branch Office - Verma Sadan, Shastri Nagar, Badda Gadda,Malgodam Road, Ballia 277001	DELHI	DELHI, 	Women's Development & Empowerment,	
34	DL/2019/0242581	AADHARSHILA LOK KALYAN SAMITI	mohitchauhan500@gmail.com	8586852670	C-3/8, YAMUNA VIHAR, DELHI-110053	delhi	DELHI, 	Education & Literacy,	
35	DL/2019/0242292	Aadharshila Welfare Society	aadharshilasociety@gmail.com	9926192400	C-1/195, NAND NAGRI, DELHI 110093	DELHI	DELHI, 	Agriculture,Animal Husbandry, Dairying  &  Fisheries,Art & Culture,Biotechnology,Children,Civic Issues,Differently Abled,Education & Literacy,Aged/Elderly,Environment & Forests,Health & Family Welfare,Housing,Human Rights,Information & Communication Technology,Labour & Employment,Land Resources,Micro Small & Medium Enterprises,Minority Issues,Nutrition,Panchayati Raj,Prisoner's Issues,Right to Information & Advocacy,Rural Development & Poverty Alleviation,Science & Technology,Scientific & Industrial Research,Sports,Tribal Affairs,Urban Development & Poverty Alleviation,Vocational Training,Women's Development & Empowerment,	
36	DL/2011/0046745	Aadhunik	dr.krishankumarsharma@gmail.com	9953906652	25 J Extension	Laxmi Nagar	DELHI, 	Art & Culture,	
37	DL/2019/0235431	AADHUNIK SAHITYA	aadhuniksahitya@gmail.com	9811184393	AD/94/D SHALIMAR BAGHDELHI -110088	DELHI	DELHI, 	Art & Culture,	
38	DL/2018/0192627	AADHYA DURGA FOUNDATION	15preetyrai@gmail.com	9990515841	HOUSE NO 10656, FIRST FLOOR, NEAR MANAK PURA, KAROL BAGH, DELHI 110005.	DELHI	DELHI, 	Art & Culture,Children,Civic Issues,Drinking Water,Education & Literacy,Environment & Forests,Sports,Vocational Training,Women's Development & Empowerment,Youth Affairs,	
39	DL/2020/0257601	Aadi Shakti Shiksha Foundation	assf.0117@gmail.com	8076922886	270, Rajdhani Enclave, Pitampura, New Delhi	New Delhi	DELHI, HARYANA, UTTAR PRADESH, 	Children,Education & Literacy,Legal Awareness & Aid,Rural Development & Poverty Alleviation,Women's Development & Empowerment,Health & Family Welfare,	
40	DL/2017/0157321	AADIM SANSKRITI	rudramanipatra@gmail.com	9810865991	3252 SECTOR A, POCKET B, VASANT KUNJ, NEW DELHI -110070	NEW DELHI	DELHI, 	Art & Culture,	
41	DL/2020/0266025	AADIVASHI VEDANSH FOUNDATION	sveermeena10@gmail.com	8178502308	18/66 DDA FLAT DAKSHIN PURI EXTN, NEW DELHI- 110062	DELHI	DELHI, 	Agriculture,Animal Husbandry, Dairying  &  Fisheries,Art & Culture,Biotechnology,Children,Civic Issues,Dalit Upliftment,Differently Abled,Disaster Management,Drinking Water,Education & Literacy,Aged/Elderly,Environment & Forests,Food Processing,Health & Family Welfare,HIV/AIDS,Housing,Human Rights,Information & Communication Technology,Labour & Employment,Land Resources,Legal Awareness & Aid,Micro Finance (SHGs),Micro Small & Medium Enterprises,Minority Issues,New & Renewable Energy,Nutrition,Panchayati Raj,Prisoner's Issues,Right to Information & Advocacy,Rural Development & Poverty Alleviation,Science & Technology,Scientific & Industrial Research,Sports,Tourism,Tribal Affairs,Urban Development & Poverty Alleviation,Vocational Training,Water Resources,Women's Development & Empowerment,	
42	DL/2020/0250057	Aadivasi Jeevan Jyoti Foundation	jaysevaassociates@gmail.com	8851202063	RZ-1/171, Gali No.5, Durga Park, Palam Colony	Delhi	DELHI, 		
43	DL/2018/0187509	AADYA FOUNDATION	vandanavatss@yahoo.com	9250811195	1A, 1ST FLOOR, JAIN MANDIR MARG	NEW DELHI	BIHAR, DELHI, GUJARAT, HARYANA, JHARKHAND, UTTAR PRADESH, 	Women's Development & Empowerment,Agriculture,Children,Environment & Forests,HIV/AIDS,Human Rights,Minority Issues,Panchayati Raj,Rural Development & Poverty Alleviation,Tribal Affairs,	http://www.aadyafoundation.in
44	DL/2017/0158643	Aagan Foundation For Children Emancipation	gargajay24@yahoo.co.in	9811386723	Flat No. 202, D-22A, Budh Vihar, Near Badarpur Metro Station, Badarpur	New Delhi	DELHI, 	Education & Literacy,Environment & Forests,Health & Family Welfare,HIV/AIDS,Minority Issues,Any Other,	
45	DL/2017/0171473	AAGAZ FOUNDATION	aagazfoundation.india@gmail.com	9911574440	A-127, Inderpuri	DELHI	DELHI, 	Women's Development & Empowerment,	
46	DL/2019/0235462	AAGE BADHO FOUNDATION	aagebadhofoundation@gmail.com	7541939606	EXTN -1 H NO 30	NANGLOI	DELHI, 	Education & Literacy,Education & Literacy,	
47	DL/2020/0271309	AAH Foundation	alka_rani403@yahoo.com	9816686282	AAH Foundation Reg Off: 20, 21	Delhi	BIHAR, DELHI, TELANGANA, UTTAR PRADESH, UTTARAKHAND, PUNJAB, 	Children,Drinking Water,Education & Literacy,Science & Technology,Women's Development & Empowerment,Agriculture,Aged/Elderly,	
48	DL/2020/0270219	Aahan Foundation for Social Change	rashmi@aahanfoundation.org	9810777081	299 B, Pocket C, Mayur Vihar Phase II	Delhi	JHARKHAND, 	Children,Education & Literacy,Human Rights,Sports,Tribal Affairs,Women's Development & Empowerment,	http://www.aahanfoundation.org
49	DL/2019/0236144	AAHAR SANKALP FOUNDATION	AAHARSANKALPFOUNDATION@GMAIL.COM	9718838663	B-130, SUBHASH PARK EXTENSION,UTTAM NAGAR, NEW DELHI-110059	DELHI	DELHI, 	Agriculture,Art & Culture,Children,Differently Abled,Disaster Management,Drinking Water,Education & Literacy,Aged/Elderly,Environment & Forests,Food Processing,Health & Family Welfare,HIV/AIDS,Labour & Employment,Nutrition,Rural Development & Poverty Alleviation,Sports,Tourism,Vocational Training,Water Resources,Women's Development & Empowerment,Youth Affairs,	
50	DL/2019/0243473	AAI SUPPORT FOUNDATION	locuscompliance@gmail.com	8287632081	102, Chaudhary Complex,, 9, Veer Savarkar Block, Shakarpur, DELHI, East Delhi, Delhi-110092	NEW DELHI	DELHI, 	Animal Husbandry, Dairying  &  Fisheries,Children,Disaster Management,Education & Literacy,Aged/Elderly,Health & Family Welfare,Vocational Training,Women's Development & Empowerment,Any Other,	
51	DL/2019/0247834	Aaina Foundation	aainafoundation66@gmail.com	9625496529	E-257 Shahbad Dairy	Delhi	DELHI, 	Any Other,Art & Culture,Children,Environment & Forests,Rural Development & Poverty Alleviation,Sports,Vocational Training,Water Resources,Women's Development & Empowerment,Youth Affairs,	https://www.aainafoundation.org
52	DL/2018/0200675	AAJIVIKA SOCIETY FOR WOMAN WORKERS AND GENDER DISCRIMINATION	ranu_ranugupta@rediffmail.com	7678453938	HOUSE NO A7DUJAN HOUSE JAMA MASJID MATIYA MAHAL DELHI NORTH DELHIPIN 11006	delhi	DELHI, 	Women's Development & Empowerment,	https://ngodarpan.gov.in/index.php/ngo/primaryngo
53	DL/2014/0078357	Aakansha Samiti	balwant_aakansha_samiti@yahoo.com	9718501391	E-437, Raghubir Nagar New Delhi - 110027	Delhi	DELHI, 	HIV/AIDS,Health & Family Welfare,Water Resources,Youth Affairs,	
54	DL/2018/0221157	Aakar	sabadewan@gmail.com	9910465161	A-19, Gulmohar Park, New Delhi 110049	Delhi	DELHI, 	Art & Culture,Education & Literacy,Women's Development & Empowerment,Youth Affairs,	
55	DL/2019/0235497	AAKAR FOUNDATION	aakarfoundationindia@gmail.com	8770075983	LAXMI NAGAR , DELHI	DELHI	CHHATTISGARH, 	Agriculture,Children,Education & Literacy,Environment & Forests,Health & Family Welfare,Information & Communication Technology,Panchayati Raj,Tribal Affairs,Urban Development & Poverty Alleviation,Vocational Training,Women's Development & Empowerment,	
56	DL/2017/0164710	Aakar Growth & Research Organization	agro00016@gmail.com	9891530041	C-4 Extn, Kh No-301, New Ashok Nagar Delhi-110096.	 Delhi	UTTAR PRADESH, 	Education & Literacy,Environment & Forests,Health & Family Welfare,Women's Development & Empowerment,Youth Affairs,Any Other,	http://www.agrongo.com
57	DL/2009/0022143	AAKAR KALA SANGAM	theatre.aks@gmail.com	9810052406	K-37, FIRST FLOOR,SRINIWASPURI, NEW DELHI-110065	DELHI	DELHI, 	Art & Culture,	
58	DL/2017/0158613	Aakar Social Ventures	pratik@aakarsocial.org	9971980904	House No-203, Block-B, Saraswati Vihar, Pitampura	Delhi	DELHI, MAHARASHTRA, UTTAR PRADESH, 	Education & Literacy,Health & Family Welfare,Women's Development & Empowerment,Any Other,	
59	DL/2018/0196834	AAKHAR EDUCATIONAL FOUNDATION	aakhar.e.f@gmail.com	9999119860	B-1/274-G No-9-KH No-22, HARSH VIHAR DELHI East Delhi DL 110093 IN	Delhi	UTTAR PRADESH, 	Education & Literacy,	http://www.aakhar.org.in
60	DL/2020/0252250	Aakhiri Ummid Trust	Aakhiriummidtrust@gmail.com	8929898721	117/0 Railway Loco Shed Colony, Kishan Ganj, Malka Ganj, North Delhi 110007	DELHI	DELHI, 	Children,	http://www.aakhiriummid.org/
61	DL/2018/0182721	AALA HAZRAT TRUST	aalahazrattrust@gmail.com	9634138000	H. N0-91, Saudagran, Dargah Aala Hazrat, P.S- Kotwali, Bareilly -UP	New Delhi	UTTAR PRADESH, 	Education & Literacy,Education & Literacy,	http://www.aalahazrattrust.com/
62	DL/2020/0256869	AALEKH FOUNDATION	csnileshrvv@gmail.com	9560402541	17-J, E.H.S, POCKET-4, MIX HOUSING, MAYUR VIHAR, PHASE -III DELHI East Delhi DL 110096	Delhi	DELHI, 	Biotechnology,Agriculture,Animal Husbandry, Dairying  &  Fisheries,Art & Culture,Children,Drinking Water,Environment & Forests,Micro Small & Medium Enterprises,	
63	DL/2018/0183162	AALISHAAN WELFARE ASSOCIATION	geeta.kush@yahoo.co.in	9899832665	T-89 BABA FARID PURI WEST PATEL NAGAR NEW DELHI	NEW DELHI	DELHI, 	Art & Culture,	
64	DL/2020/0252293	AALMI MUSLIM WELFARE SOCIETY	aalmi1786@gmail.com	9718826111	432/83 A, SARHAD PURI-1, TAHIRPUR, SHAHDARA , DELHI-110032	DELHI	DELHI, UTTAR PRADESH, 	Education & Literacy,Health & Family Welfare,Sports,	
65	DL/2020/0250015	Aam Bihari Kalyan Manch	aambiharikalyanmanch@gmail.com	7029426304	H No 206, G/F Village Humayun Pur, New Delhi 110029	New Delhi	DELHI, SIKKIM, 	Agriculture,Animal Husbandry, Dairying  &  Fisheries,Art & Culture,Children,Dalit Upliftment,Differently Abled,Education & Literacy,Aged/Elderly,Environment & Forests,Health & Family Welfare,Micro Finance (SHGs),Minority Issues,Sports,Tribal Affairs,Vocational Training,Women's Development & Empowerment,Youth Affairs,	
66	DL/2017/0170889	AAM FOUNDATION	Abhishek.Singh@Solanova.com	9818733297	Valmiki Temple-1, Vasant Goan, Vasant Vihar	Delhi	DELHI, 	Education & Literacy,	
67	DL/2010/0038363	Aamad	aamadcentre@gmail.com	9810465046	D-168,Bathla Apartment,I P Extension, Patpar Ganj,Delhi-110092	Delhi		Art & Culture,	
68	DL/2018/0194912	AAMBRA FOUNDATION	shespeaks.af@gmail.com	9999918459	58, SHIVALIK APARTMENTS, ALAKNANDA, KALKAJI	NEW DELHI	DELHI, 	Art & Culture,Children,Education & Literacy,Human Rights,Vocational Training,Women's Development & Empowerment,	http://www.aambrafoundation.org/
69	DL/2017/0173874	AAMRA KAJON	sukhamoy.net@gmail.com	9868377700	78 ANTARIKSH APARTMENT FIRST FLOOR VIKAS PURI	NEW DELHI			http://www.aamrakajon.org
70	DL/2017/0161376	AAN HAZRAT NIZAMUDDIN AULIA FOUNDATION	saymanizami@gmail.com	7982919016	56, Basti Nizamuddin West, New Delhi.110013	NEW Delhi	DELHI, 		http://www.saymanizami@gmail.com
71	DL/2016/0097237	AANANDAM TRUST	gajanand1961@gmail.com	9910445519	36/1/5 , yusuf sarai village , New Delhi-11006	Delhi			http://aanandamtrust.org
72	DL/2020/0263437	AANCHAL EDUCATIONAL SOCIETY	aroraaanchal38@gmail.com	8851954779	H. NO. 109 GALI NO. 04 MILAN GARDEN, SABHAPUR, DELHI 110094	DELHI	DELHI, 	Education & Literacy,	
73	DL/2015/0091244	AANGAN	aangan1@yahoo.com	8383817782	BLOCK 1, HOUSE 2, SF, MALVIYA NAGAR, NEW DELHI, 110017	NEW DELHI	DELHI, 	Education & Literacy,	http://www.aangan.info
74	DL/2020/0263958	AANGEL OF LOVE FOUNDATION	aangeloflove.foundation@gmail.com	8178710567	C-94A, S/F, Ramdatt Enclave, Uttamnagar, New Delhi	New Delhi	DELHI, UTTARAKHAND, 	Children,Civic Issues,Dalit Upliftment,Differently Abled,Disaster Management,Drinking Water,Education & Literacy,Environment & Forests,Food Processing,Health & Family Welfare,HIV/AIDS,Human Rights,Nutrition,Tribal Affairs,Women's Development & Empowerment,Any Other,	
75	DL/2020/0266786	AAO MILKAR KAREN MADAD	amkmorg@gmail.com	8535030208	C-1/4, FIRST FLOOR, RAJU PARK, DEVLI ROAD, NEAR MASZID, KHANPUR, DELHI-110062	KHANPUR	DELHI, UTTAR PRADESH, DELHI, 	Education & Literacy,Labour & Employment,Vocational Training,Women's Development & Empowerment,	
76	DL/2019/0245421	Aap Or Hum Rastriye Bhrastachar Apradh Mukti Sanghatan	sansthaaapaurhum@gmail.com	8354000025	WZ-272, SF, Gurunanak Nagar, Near Govind Chakki, New Delhi-110018	Delhi			
77	DL/2018/0193781	Aapki Sewa Welfare Foundation	info@aapkisewa.org	9953620862	A-31/20, Netaji Street No. 1, Maujpur	Delhi	DELHI, 	Education & Literacy,Environment & Forests,Urban Development & Poverty Alleviation,Vocational Training,Women's Development & Empowerment,	http://aapkisewa.org/
78	DL/2017/0151347	Aaradhya Foundations	shresth.sikka@gmail.com	9560783356	31/326, Trilok Puri, Delhi	DELHI	DELHI, 	Agriculture,Animal Husbandry, Dairying  &  Fisheries,Art & Culture,Children,Education & Literacy,Environment & Forests,Health & Family Welfare,Housing,Human Rights,Legal Awareness & Aid,Micro Finance (SHGs),Micro Small & Medium Enterprises,Minority Issues,Right to Information & Advocacy,Sports,Tourism,Urban Development & Poverty Alleviation,Vocational Training,Women's Development & Empowerment,Youth Affairs,	http://aaradhyafoundations.org/
79	DL/2020/0254580	Aarambh	rahulb737@gmail.com	9211595115	F-24/23, Sector-7, Rohini	Delhi	DELHI, 	Civic Issues,Education & Literacy,Environment & Forests,Scientific & Industrial Research,	
80	HR/2017/0119235	AARAMBH FOUNDATION	aarambhfoundation.ngo@gmail.com	9911405330	1343, sector 23A, Near Carterpuri Shiv Mandir, Gurgaon 122017	Delhi	DELHI, 	Children,Education & Literacy,Information & Communication Technology,Vocational Training,Women's Development & Empowerment,	http://theaarambhfoundation.org
81	DL/2020/0268359	AARAMBH TRUST FOR WOMEN AND CHILDREN	TRUSTAARAMBH@OUTLOOK.COM	9310034326	29-T, TOP FLOOR, SECTOR-8, JASOLA VIHAR	NEW DELHI	DELHI, UTTAR PRADESH, 	Children,Education & Literacy,Aged/Elderly,Health & Family Welfare,Sports,Women's Development & Empowerment,Youth Affairs,	
82	DL/2017/0173805	AARNOVA TECHNOLOGIES PRIVATE LIMITED	info@gramlite.com	9773506882	Plot Number 357B, Second Floor Sector 37, Pace City 2 Udyog Vihar, Phase VI Gurgaon, Haryana122003	Delhi			http://www.gramlite.com
