S.no.	ID	Name	Email-id	Mobile no.	Address	City	State	Sector	Website
19	CH/2017/0177235	BHAI JAITAJEE FOUNDATION INDIA	bjfindia@gmail.com	9815100656	PLOT NO 1 MADHYA MARG SGGS BHAWAN SECTOR 28 A CHANDIGARH	CHANDIGARH	CHANDIGARH, 	Education & Literacy,		
20	CH/2019/0235256	Capital Christian Welfare Association	ccwa02@yahoo.co.in	9815664646	Sampark Centre, First Floor, Behlana, Chandigarh	Chandigarh	CHANDIGARH, HARYANA, HIMACHAL PRADESH, PUNJAB, 	Agriculture,Animal Husbandry, Dairying  &  Fisheries,Children,Differently Abled,Education & Literacy,Aged/Elderly,Environment & Forests,Food Processing,Health & Family Welfare,HIV/AIDS,Micro Finance (SHGs),Rural Development & Poverty Alleviation,Urban Development & Poverty Alleviation,Vocational Training,Women's Development & Empowerment,Youth Affairs,		
21	CH/2010/0028285	Centre for Education and Voluntary Action	chanikohli@gmail.com	9815185225	Room No. 3 & 4, IInd Floor, Karuna Sadan, Sector 11B, Chandigarh-16001	Chandigarh		Art & Culture,Children,Education & Literacy,Environment & Forests,HIV/AIDS,Human Rights,Right to Information & Advocacy,Science & Technology,Tribal Affairs,Tourism,Women's Development & Empowerment,Youth Affairs,		
22	CH/2017/0166176	Centre For Research in Rural and Indus Development	crridaccounts@gmail.com	9855502283	Plot No. 2-A, Sector 19-A, Madhya Marg, Chandigarh	Chandigarh	CHANDIGARH, 	Agriculture,Drinking Water,Education & Literacy,Health & Family Welfare,Any Other,	http://www.crrid.res.in/	
23	CH/2017/0162752	CHANDIGARH INDUSTRIAL YOUTH ASSOCIATION	ciya.chandigarh@gmail.com	9815100055	Plot No. 438, Industrial Area, Phase-2, Chandigarh	Chandigarh	CHANDIGARH, 	Civic Issues,Micro Small & Medium Enterprises,		
24	CH/2018/0191479	Chandigarh Vigyan Parishad	chandigarhvigyan@gmail.com	8283084499	F-22, Sector-25 Panjab University South CampusChandigarh -160014	Chandigarh				
25	CH/2017/0158925	CHAUDHARY DEVI LAL MEMORIAL TRUST	cdcl.saleshead@gmail.com	9653457032	CDCL, PLot not 5, Madhya Marg Sector 28 B Chandigarh	Chandigarh	CHANDIGARH, 	Urban Development & Poverty Alleviation,Vocational Training,	http://cdcl.org.in	
26	CH/2018/0201332	Chaudhary Dewan Chand Foundation	gargml@gmail.com	9815466527	6132, MHC, Manimajra, Chandigarh	Chandigarh	PUNJAB, HARYANA, 	Education & Literacy,Health & Family Welfare,Children,Information & Communication Technology,Science & Technology,Vocational Training,Women's Development & Empowerment,	http://www.cdctrust.com/	
27	CH/2017/0156450	Chhayakritipratibhatrust	chhayaschoolofart@gmail.com	9888889960	Sector 45 A 378	Chandigarh	CHANDIGARH, 	Art & Culture,	http:www.chhayaschoolofart.org	
28	CH/2016/0097764	CHILD WELFARE COUNCIL	cwcpunjab@gmail.com	9888516131	3rd Floor, Karuna Sadan, Sector 11-B	Chandigarh	CHANDIGARH, 	Children,	http://www.cwcpunjab.org	
29	CH/2017/0156588	Chitkara Educational Trust	c.prakasam@chitkarauniversity.edu.in	8628800475	Corporate Office Saraswati Kendra, SCO 160161 Sector 9 C, Chandigarh160009	CHANDIGARH				
30	CH/2018/0211522	Christian Science Society	d_maitreyee@yahoo.co.in	9815612274	C/o Administrator YWCA, Sector 11-B Chandigarh	CHANDIGARH	CHANDIGARH, 	Any Other,		
31	CH/2010/0028293	Community Theatre Workshop	asandhu_14@rediffmail.com	9872032656	305, Sector 35A, Chandigarh-160022	Chandigarh		Art & Culture,Children,Education & Literacy,Environment & Forests,Human Rights,Right to Information & Advocacy,Women's Development & Empowerment,Youth Affairs,		
32	CH/2020/0255416	COUNTENANCE & EXEGESIS FOUNDATION	countenance.exegesis@gmail.com	8837527854	HOUSE NO. 1019 SECTOR 19 B CHANDIGARH	CHANDIGARH	CHANDIGARH, 	Civic Issues,Disaster Management,Environment & Forests,Health & Family Welfare,HIV/AIDS,Human Rights,Labour & Employment,Rural Development & Poverty Alleviation,Science & Technology,Scientific & Industrial Research,Youth Affairs,Art & Culture,Education & Literacy,Nutrition,Right to Information & Advocacy,Urban Development & Poverty Alleviation,Vocational Training,Women's Development & Empowerment,		
33	CH/2020/0267042	DAV COLLEGE CHANDIGARH	chd10dav@gmail.com	9872313583	SECTOR-10, CHANDIGARH	CHANDIGARH	CHANDIGARH, 	Education & Literacy,		
34	CH/2017/0178033	Developing Indigenous Resources India	admin@dir.ngo	9646461468	705-C ADARSH NAGAR, NAYAGAON, MOHALI, PUNJAB	Chandigarh	PUNJAB, 	Health & Family Welfare,Nutrition,Women's Development & Empowerment,Drinking Water,Education & Literacy,Labour & Employment,Children,	https://www.facebook.com/DIRINDIA	
35	CH/2018/0198150	DIVINE FOUNDATION 	abhishekverma131@yahoo.com	8146770044	PLOT NUMBER 44 INDUSTRIAL AREA PHASE 1 CHANDIGARH	Chandigarh	CHANDIGARH, HARYANA, PUNJAB, 	Education & Literacy,Environment & Forests,Health & Family Welfare,Sports,		
36	CH/2017/0175007	DIVYA SHIKSHA SANSTHAN TRUST	research@ugichd.edu.in	9216277018	HOUSE NO. 221 SEC 51 CHANDIGARH	Chandigarh	CHANDIGARH, 	Children,Dalit Upliftment,Education & Literacy,Health & Family Welfare,Information & Communication Technology,Labour & Employment,Legal Awareness & Aid,Micro Finance (SHGs),Minority Issues,New & Renewable Energy,Nutrition,Panchayati Raj,Right to Information & Advocacy,Rural Development & Poverty Alleviation,Science & Technology,Sports,Tourism,Tribal Affairs,Urban Development & Poverty Alleviation,Vocational Training,Women's Development & Empowerment,		
37	CH/2010/0029541	Don Bosco Navjeevan	dbchandigarh24@gmail.com	9915638969	Don Bosco Navjeevan, Don Bosco Church, Sector 24,Chandigarh - 160023	Chandigarh	CHANDIGARH, HIMACHAL PRADESH, HARYANA, PUNJAB, 	Aged/Elderly,Children,Differently Abled,Education & Literacy,Environment & Forests,Health & Family Welfare,HIV/AIDS,Housing,Human Rights,Micro Finance (SHGs),Nutrition,Prisoner's Issues,Rural Development & Poverty Alleviation,Urban Development & Poverty Alleviation,Vocational Training,Women's Development & Empowerment,Youth Affairs,	http://www.dbcnavjeevan.ngo/	
38	CH/2019/0237893	Dr Inder Kaur Charitable Trust (Regd)	raggarwal1949@gmail.com	9815693305	1482/29 B/Chandigarh	CHANDIGARH	PUNJAB, 	Education & Literacy,Health & Family Welfare,Women's Development & Empowerment,Any Other,		
39	CH/2019/0232721	Eidos Learning Systems Pvt Ltd	sonal@alphaair.co.in	8860959492	Flat no 3411, Chandigarh police society, sector 51-D, Chandigarh, 160047 India	Chandigarh			http://www.alphaair.co.in/	
40	CH/2018/0217683	ELL AAR MEMORIAL EDUCATIONAL TRUST	dr.h.vashisht18@gmail.com	9216102880	ELL AAR MEMORIAL EDUCATIONAL TRUST, CHANDIGARG, 160101.	Chandigarh	CHANDIGARH, HARYANA, HIMACHAL PRADESH, PUNJAB, 	Education & Literacy,Children,Dalit Upliftment,Health & Family Welfare,Science & Technology,Sports,Vocational Training,		
41	CH/2018/0188292	End Incest Trust	endincest@gmail.com	9814007294	1385, Sector 40-B	Chandigarh	CHANDIGARH, 	Any Other,	https://www.endincest.org	
42	CH/2018/0185904	ENERGY HARVEST CHARITABLE TRUST	sukhmeet.singh@gmail.com	8146659318	SCO 50-51, Third Floor, SECTOR 34 A, CHANDIGARH 160022	CHANDIGARH	CHANDIGARH, 	Any Other,Environment & Forests,New & Renewable Energy,		
43	CH/2017/0158551	ENLIVEN SKILLS INDIA PRIVATE LIMITED	amitoz.dogra@enlivenskills.com	9888300765	2nd Floor, Plot No. 5, Madhya Marg, Sector 28B, Chandigarh	Chandigarh	CHANDIGARH, HARYANA, 	Urban Development & Poverty Alleviation,Vocational Training,Women's Development & Empowerment,Education & Literacy,Information & Communication Technology,Rural Development & Poverty Alleviation,Urban Development & Poverty Alleviation,Vocational Training,	http://enlivenskills.com/	
44	CH/2016/0100662	Environment Society of India	esichd@yahoo.co.uk	9417004937	Karuna Sadan, Sector 11-B,	Chandigarh	CHANDIGARH, HARYANA, HIMACHAL PRADESH, PUNJAB, 	Disaster Management,Environment & Forests,Science & Technology,		
45	CH/2018/0218725	FAITH IMPACT SOCIETY	aaryan0638@gmail.com	7696297218	MANIMAJRA CHURCH, 5TH STREET, SHANTI NAGAR, MANIMAJRA	CHANDIGARH	CHANDIGARH, 	Children,Education & Literacy,		
46	CH/2017/0119229	Feel For Human Charitable Trust	trust@feelforhuman.com	8288012224	1030, Dayal Baug Society, Sector 51-B, Chandigarh 160047	Chandigarh		Education & Literacy,Legal Awareness & Aid,Labour & Employment,Micro Finance (SHGs),Urban Development & Poverty Alleviation,		
47	CH/2017/0156779	Foundation For Developmental Research	fdrppsingh@gmail.com	9872894422	SCO- 415-416, 1st Floor, Sector- 35-C, Chandigarh, C/o 3069, Sector-21-D, Chandigarh	Chandigarh	CHANDIGARH, 	Children,Dalit Upliftment,Differently Abled,Education & Literacy,Aged/Elderly,Health & Family Welfare,Minority Issues,Panchayati Raj,Scientific & Industrial Research,Women's Development & Empowerment,Youth Affairs,Children,Dalit Upliftment,Aged/Elderly,Panchayati Raj,Scientific & Industrial Research,Tribal Affairs,Women's Development & Empowerment,Youth Affairs,	http://www.fdrresearch.org	
48	CH/2018/0203695	G.C.S. COMPUTER TECHNOLOGY PRIVATE LIMITED	GM@GCSGROUP.CO.IN	9814567895	SCO-19,SECOND FLOOR ,SECTOR 26,MADHYA MARGMARG,CHANDIGARH-160019	CHANDIGARH			http://www.gcsgroup.co.in/	
49	CH/2017/0117666	GandhiSmarakNidhi punjab haryana himachal pardesh	contact@gandhismaraknidhi.org	91941600553	Gandhi Smarak Bhawan  sector-16 chandigarh  Pin code-160015	chandigarh		Agriculture,Education & Literacy,Health & Family Welfare,Youth Affairs,	http://WWW.gandhismaraknidhi.org	
50	CH/2019/0239967	Global Federation of the Doyens & Industries	dg@gfdi-india.org	9780012344	129/1, Industrial area phase 1	Chandigarh	DELHI, 	Micro Small & Medium Enterprises,New & Renewable Energy,Science & Technology,Scientific & Industrial Research,Tribal Affairs,Any Other,Art & Culture,Biotechnology,Education & Literacy,Vocational Training,Women's Development & Empowerment,	http://www.gfdi-india.org/	
51	CH/2009/0015121	Godwin Education Society	godwineducationsociety@gmail.com	9915985854	50, Hallomajra, Chandigarh PIN 160002	Chandigarh	CHANDIGARH, HARYANA, HIMACHAL PRADESH, PUNJAB, 	Children,Education & Literacy,Health & Family Welfare,HIV/AIDS,Women's Development & Empowerment,Civic Issues,Any Other,		
52	CH/2017/0159555	Goswami Ganesh Dutta S D College	bhushan2816@yahoo.com	9646002816	SECTOR-32	Chandigarh	CHANDIGARH, 	Education & Literacy,		
53	CH/2017/0118618	GUR AASRA TRUST	gat.palsora@gmail.com	9815595500	GUR AASRA TRUST (Regd.), Gurdwara complex, Village- Palsora, Sector-55, Chandigarh (U.T) Pin code-160055	Chandigarh		Children,	http://www.guraasrapalsora.com	
54	CH/2017/0178093	GURU NANAK COMPUTER TRAINING CENTRE	gurunanakctc@gmail.com	8360176511	404, MOULIPIND, MOULI MANIMAJRA, CHANDIGARH 160101	manimajra				
55	CH/2016/0099656	GYANM EDUCATION AND TRAINING INSTITUTE PVT LTD	grover.vms@gmail.com	9888666322	SCO 13-14-15, 2ND FLOOR, SECTOR 34-A, CHANDIGARH - 160022	CHANDIGARH	CHANDIGARH, 	Education & Literacy,	http://www.gyanm.in	
56	CH/2017/0175084	HANS RAJ TRUST	hansrajtrust@gmail.com	9815495653	SCO 49-50 SECTOR-26	CHANDIGARH	CHANDIGARH, 	Agriculture,Children,Education & Literacy,Health & Family Welfare,Human Rights,Labour & Employment,New & Renewable Energy,Rural Development & Poverty Alleviation,Sports,Vocational Training,Women's Development & Empowerment,		
57	CH/2018/0200508	HARCHAND SINGH BAINS FOUNDATION	sjsbains@gmail.com	9814149534	2154 -A, SECTOR-63, CHANDIGARH	CHANDIGARH	CHANDIGARH, PUNJAB, 	Education & Literacy,		
58	CH/2019/0242387	I am Still Human	vivek.iamstillhuman@gmail.com	9646295623	3601 Second Floor, Sector 46 D, Chandigarh	chandigarh	CHANDIGARH, DELHI, HARYANA, PUNJAB, 	Art & Culture,Children,Education & Literacy,Aged/Elderly,Environment & Forests,Health & Family Welfare,Information & Communication Technology,Legal Awareness & Aid,Rural Development & Poverty Alleviation,Science & Technology,Sports,Urban Development & Poverty Alleviation,Vocational Training,Women's Development & Empowerment,Youth Affairs,Any Other,	http://www.iamstillhuman.org	
59	CH/2019/0224207	INDIAN COUNCIL OF SOCIAL WELFARE	ICSWCHD@YAHOO.COM	8288949781	ROOM NO. 5	CHANDIGARH				
60	CH/2016/0097653	Indian Council of Social Welfare Punjab	branch.icswpb@gmail.com	9417881812	Room No 3 First Floor Karuna Sadan Building Sector 11 B Chandigarh Pin Code 160011	Chandigarh	CHANDIGARH, 	Women's Development & Empowerment,	http://icswpunjab.in/	
61	CH/2010/0026864	Indian National Portage Association	tehalkohli@gmail.com	9417372091	Prof. (Dr.) Tehal Kohli, Chairperson,Indian National Portage AssociationKaruna Sadan, First Floor,Room No. 14-15, Sector: 11-B,Chandigarh, Pin: 160011. India.	Chandigarh	CHANDIGARH, HARYANA, PUNJAB, 	Children,Differently Abled,Education & Literacy,Health & Family Welfare,Women's Development & Empowerment,	http://www.inpa.org.in	
62	CH/2017/0153024	INDUSTRIES ASSOCIATION OF CHANDIGARH	industriesassociationchd@gmail.com	9855480687	INDUSTRIES ASSOCIATION OF CHANDIGARH 187-A, Industrial Area, Phase 1, Chandigarh-160002	Chandigarh	CHANDIGARH, 	Micro Small & Medium Enterprises,		
63	CH/2020/0254705	INFOMATHS STUDIES PRIVATE LIMITED	infomaths32@gmail.com	9872124534	QUITE OFFICE NO.10 SECTOR 35 A CHANDIGARH	CHANDIGARH	HIMACHAL PRADESH, 	Education & Literacy,	http://www.infomathsonline.com	
64	CH/2015/0085767	Institute for Social Research and Development	isrdchd@gmail.com	9872709772	Registered Office Address: H. No. 1111, Sector 15 B, Chandigarh-160015,Present Office Address: H. No. 1110, 2nd Floor Sector 15-B, Chandigarh-160015	Chandigarh	CHANDIGARH, DELHI, 	Aged/Elderly,Agriculture,Children,Differently Abled,Disaster Management,Education & Literacy,Environment & Forests,Health & Family Welfare,HIV/AIDS,Human Rights,Legal Awareness & Aid,Labour & Employment,Micro Finance (SHGs),Minority Issues,Panchayati Raj,Prisoner's Issues,Right to Information & Advocacy,Rural Development & Poverty Alleviation,Scientific & Industrial Research,Tribal Affairs,Urban Development & Poverty Alleviation,Women's Development & Empowerment,Youth Affairs,		
65	CH/2020/0252487	Integrated Association of Medical, Basic and Social Scientists (IAMBSS)	iambssa@gmail.com	9915659342	SCO 140, 2nd Floor, Sector 24 D, Chandigarh	Chandigarh	CHANDIGARH, 	Education & Literacy,Environment & Forests,Health & Family Welfare,HIV/AIDS,Nutrition,Science & Technology,Scientific & Industrial Research,	https://www.iambss.org/	
66	CH/2017/0155891	INTERNATIONAL BRAHMRISHI MISSION	jaiviratindia@gmail.com	9888581081	International Brahmrishi Mission Sector-19-A, Madhya Marg, Chandigarh-160019	Chandigarh	CHANDIGARH, 	Art & Culture,Civic Issues,Education & Literacy,Health & Family Welfare,	htttp://www.ibmchd.com	
67	CH/2014/0076994	JAN JAGRTI SOCIETY CHANDIGARH	mrverma2119@gmail.com	9988592119	HOUSE NO : 2119 SECTOR- 19-C CHANDIGARH 160019	CHANDIGARH	CHANDIGARH, 	Art & Culture,Children,Civic Issues,Dalit Upliftment,Differently Abled,Education & Literacy,Aged/Elderly,Environment & Forests,Health & Family Welfare,HIV/AIDS,Human Rights,Labour & Employment,Legal Awareness & Aid,Micro Small & Medium Enterprises,Minority Issues,Right to Information & Advocacy,Tribal Affairs,Urban Development & Poverty Alleviation,Vocational Training,Micro Finance (SHGs),Women's Development & Empowerment,		
68	CH/2016/0104434	Jan Shikshan Sansthan Chandigarh	janshikshansansthan_chd@yahoo.co.in	9888609069	Jan Shikshan Sansthan, Near Parjapati Bhawan, Sector 38 A,	Chandigarh	CHANDIGARH, 	Vocational Training,		
69	HR/2018/0192179	Jangid Brahman Sabha	jangidbschd@gmail.com	9115797300	Near GH 92, Sector 20, Panchkula, Haryana	Chandigarh	CHANDIGARH, HARYANA, PUNJAB, 	Education & Literacy,Health & Family Welfare,Youth Affairs,		
70	CH/2017/0173641	JAT SABHA	jat_sabha@yahoo.com	9056787532	Plot No. 2-B, Madhya Marg, Sector 27-A	Chandigarh	CHANDIGARH, 	Art & Culture,	http://www.jatsabha.org	
71	CH/2020/0267727	KARTAR AASRA TRUST 	1KARTAR13AASRA@GMAIL.COM	9888908766	KARTAR AASRA OLD AGE HOME , SECTOR 1 CHANDIGARH	CHANDIGARH	CHANDIGARH, 	Aged/Elderly,		
72	CH/2017/0170696	KHELSHALA	JAIMALBHATOL@GMAIL.COM	9815496452	193, VILLAGE ATTAWA, SECTOR 42 B,	CHANDIGARH	CHANDIGARH, 	Education & Literacy,Sports,	http://www.khelshala.in/	
73	CH/2017/0170468	Know Thyself as Soul Foundation	ktsfoundationchd@gmail.com	8146542778	H.No. 2323/1, Mariwala Town, Manimajra, Chandigarh	Manimajra	CHANDIGARH, 	Any Other,		
74	PB/2016/0098569	Lakshya Forum For Competitions Pvt Ltd	ravinder.garg@lakshyainstitute.com	9004608002	Lakshya Forum for Competitions Pvt Ltd SCO 350-352, Ground Floor, Sector 34 A, Chandigarh -160022.	Chandigarh 	CHANDIGARH, 	Education & Literacy,Minority Issues,Vocational Training,		
75	CH/2017/0164438	M/S Uttar Pradesh Welfare Association	singh.bali54@gmail.com	8708218019	UTTAR PRADESH WELFARE ASSOCIATION (REGD.) (REGD. NO. 3038 OF 2000) CHANDIGARH SCO-8 15(2ND FLOOR), NAC MANIMAJRA,CHANDIGARH-160101	CHANDIGARH	UTTARAKHAND, 	Education & Literacy,Health & Family Welfare,		
76	CH/2018/0219491	MAAT PITAH GOW DHAM	gaumaakagian@gmail.com	9592100959	PLOT NO. 959, INDL. AREA-2, CHANDIGARH	CHANDIGARH				
77	KA/2019/0244620	MAHA BODHI MAITRI MANDAL	maha546@gmail.com	8548843539	xxxxxx, xxxx, Chattisgadha	Chattisgadha	CHANDIGARH, 	Children,		
78	CH/2018/0185611	Mahatma Gandhi State Institute of Public Administration	dalbirdhadwal1958@gmail.com	9888037966	Institutional Area, Sector-26, Chandigarh	Chandigarh	PUNJAB, 	Any Other,	http://mgsipap.org/	
79	CH/2017/0165472	Mentor Skills India	sukrit.bansal@mentorindia.com	8872006888	Mentor Skills IndiaS.C.O 13-14-15, 2nd FloorSector 34 AChandigarh	chandigarh	PUNJAB, 	Differently Abled,Vocational Training,		
80	CH/2017/0177510	MILKHA CHARITABLE TRUST	dimplebansal@gmail.com	8146760114	HOUSE NO 725,SECTOR 8 C CHANDIGARH	CHANDIGARH	CHANDIGARH, 	Education & Literacy,Sports,Education & Literacy,Sports,	http://milkha.in/	
81	CH/2017/0169345	Mind Tree Eduvation Private Limited	marketing@hitbullseye.com	9216279992	SCO 90-92, 2nd Floor Sector 8C Madhya Marg	Chandigarh			http://www.hitbullseye.com/	
82	CH/2017/0157363	MMCC Skill Foundation	mmcskill@gmail.com	9465380013	House no.3057, Sector-28D	chandigarh	HARYANA, 	Education & Literacy,Vocational Training,		
83	CH/2017/0166693	Morning Star Fellow Ship Society	msfsngo@gmail.com	9041565562	SCF 174,FIRST FLOOR GRAIN MARKET MADHYA MARG. SECTOR 26. CHANDIGARH PIN: 160019	CHANDIGARH	CHANDIGARH, PUNJAB, 	Children,Differently Abled,Education & Literacy,Aged/Elderly,Environment & Forests,Human Rights,Legal Awareness & Aid,Nutrition,Vocational Training,Women's Development & Empowerment,Children,Education & Literacy,Aged/Elderly,Health & Family Welfare,Legal Awareness & Aid,Science & Technology,Vocational Training,Women's Development & Empowerment,Any Other,	http://www.msfsngo.com	
84	CH/2017/0151994	Motivating Youth Welfare Organisation	mywochandigarh@gmail.com	9417090829	House No- 1017/C Small Flats Dhanas,Chandigarh,UT PIN-160014	Dhanas	CHANDIGARH, 	Health & Family Welfare,	http://www.domain.com	
85	CH/2017/0163938	MUJADDIDI EDUCATIONAL SOCIETY 	meschandigarh@gmail.com	9417069294	MUJADDIDI EDUCATIONAL SOCIETY (REG.) 114, JAMA MASJI DMANIMAJRA CHANDIGARH PIN CODE 160101	CHANDIGARH	CHANDIGARH, 	Education & Literacy,		
86	CH/2019/0234987	Nanhe kadam 	home.mapa@gmail.com	9357800074	SCO 36 SECTOR 26 CHANDIGARH	Chandigarh				
87	CH/2017/0163913	National Adventure Club (India)	nacindia@yahoo.com	9417785874	Room No.17(FF), Karuna Sadan, Sector-11, Chandigarh	Chandigarh	CHANDIGARH, 	Youth Affairs,	http://www.nacindia.in	
88	CH/2016/0095112	National Association for the Blind Chandigarh and Punjab Branch	nabchd@yahoo.co.in	9779377377	National Association for the Blind, KARUNA SADAN, Sector 11-B, Chandigarh - PIN 160011	CHANDIGARH	CHANDIGARH, PUNJAB, 	Differently Abled,Vocational Training,Any Other,	http://www.nabchandigarh.com	
89	CH/2016/0097798	National Association of Psychological Science	napsyindia@gmail.com	9417882789	Correspondence- Dept of Psychology, Panjab University, Chandigarh-160014 Permanent Address:535 A, Upper Ground Floor, Ambrosia, Omax, New Chandigarh	CHANDIGARH	CHANDIGARH, 	Women's Development & Empowerment,Youth Affairs,Any Other,	http://www.napsindia.org	
90	CH/2019/0240137	National Corruption Control & Human Welfare Organisation	ncchwo@gmail.com	9878442664	463/1, Sector 32A, Chandigarh	Chandi		Any Other,		
91	CH/2017/0173635	NEW LIFELINE CHARITABLE MINISTRIES	newlifelinecharitable@gmail.com	9878979992	930/1, HOUSING BOARD COLONY, DHANAS, CHANDIGARH,	CHANDIGARH	CHANDIGARH, 	Children,Health & Family Welfare,Women's Development & Empowerment,		
