S.no.	ID	Name	Email-id	Mobile no.	Address	City	State	Sector	Website
13	BR/2019/0235608	AADARSH YUVA EKTA SHAKTI	ayes.org.in@gmail.com	8986394397	SARMASPUR, KALWARI, KANTI,MUZAFFARPUR- BIHAR-843108	MUZAFFARPUR	BIHAR, 	Art & Culture,Children,Civic Issues,Drinking Water,Education & Literacy,Environment & Forests,HIV/AIDS,Human Rights,Information & Communication Technology,Labour & Employment,Legal Awareness & Aid,Micro Finance (SHGs),Micro Small & Medium Enterprises,Panchayati Raj,Rural Development & Poverty Alleviation,Science & Technology,Scientific & Industrial Research,Sports,Urban Development & Poverty Alleviation,Vocational Training,Women's Development & Empowerment,Youth Affairs,Biotechnology,	
14	BR/2017/0180416	AADARSHVIKALP	aadarshvikalp@gmail.com	9631754007	Aadarshvikalp C/O Rajkumar jha VillPO -BARHAMPUR PS - PHULPARAS Dist_ MADHUBANI 847409 BIHAR	Madhubani	BIHAR, 	Agriculture,Education & Literacy,Health & Family Welfare,Micro Small & Medium Enterprises,Rural Development & Poverty Alleviation,Vocational Training,	http://aadarshvikalp.org/
15	BR/2016/0101711	AADISHAKTI SEVA SANSTHAN	aadishakti2@gmail.com	9939034513	KAUSHALYA BHAWAN, MOH. KAMRUDDINGANJ, BEHIND VANDANA CINEMA, POST P.S. BIHARSHARIF, PIN-803101	NALANDA	BIHAR, 	Art & Culture,Children,Environment & Forests,Health & Family Welfare,Human Rights,Vocational Training,Women's Development & Empowerment,Youth Affairs,	
16	BR/2015/0086532	AADITYA SEWA SANSTHAN TELDIHA	abhiraj772014@gmail.com	7277674042	VILL. P.O.- TELDIHA, P.S.- MADANPUR, DISTT.- AURANGABAD	AURANGABAD	testingswss, 	Animal Husbandry, Dairying  &  Fisheries,Agriculture,Art & Culture,Biotechnology,Children,Education & Literacy,Environment & Forests,Food Processing,Health & Family Welfare,HIV/AIDS,Information & Communication Technology,Labour & Employment,Micro Finance (SHGs),Micro Small & Medium Enterprises,Panchayati Raj,Rural Development & Poverty Alleviation,Sports,Tribal Affairs,Urban Development & Poverty Alleviation,Vocational Training,Water Resources,Women's Development & Empowerment,Youth Affairs,	
17	BR/2020/0260968	Aagaj Foundation	aagajfoundationpaliganj@gmail.com	9608369002	VILL- Ramlakhan singh Road paliganj	Paliganj	BIHAR, 	Education & Literacy,Health & Family Welfare,	https://www.aagajfoundation.org
18	BR/2018/0194048	AAGHAZ	aaghaz01@gmail.com	7766879550	ROOM NO-405-406, VERMA CENTRE, BORING ROAD CROSSING, P.O.- GPO, PATNA	PATNA	BIHAR, 	Agriculture,Animal Husbandry, Dairying  &  Fisheries,Art & Culture,Biotechnology,Children,Civic Issues,Dalit Upliftment,Differently Abled,Disaster Management,Drinking Water,Education & Literacy,Environment & Forests,Food Processing,Health & Family Welfare,HIV/AIDS,Housing,Human Rights,Information & Communication Technology,Labour & Employment,Legal Awareness & Aid,Micro Finance (SHGs),Micro Small & Medium Enterprises,Minority Issues,New & Renewable Energy,Panchayati Raj,Right to Information & Advocacy,Rural Development & Poverty Alleviation,Science & Technology,Scientific & Industrial Research,Sports,Tribal Affairs,Urban Development & Poverty Alleviation,Vocational Training,Water Resources,Women's Development & Empowerment,Youth Affairs,Any Other,	
19	BR/2017/0173306	AAGILE BUSINESS ASSOCIATES PRIVATED LIMITED	hr@aagile.com	8084872284	519 HARNIWAS COMPLEX DAKBANGLOW PATNA 800001	PATNA	BIHAR, 	Education & Literacy,Education & Literacy,	
20	BR/2019/0222792	aahar mahila  sansthan 	ams.dbg@gmail.com	9973732829	Hanumanganj mishratola Darbhanga	Darbhanga	BIHAR, 	Animal Husbandry, Dairying  &  Fisheries,Art & Culture,Children,Civic Issues,Differently Abled,Drinking Water,Health & Family Welfare,HIV/AIDS,Panchayati Raj,Sports,Vocational Training,Women's Development & Empowerment,Youth Affairs,Any Other,	
21	BR/2016/0100721	aakankshit	sandyk1570@gmail.com	9835063630	Aarya Samaj Mandir Road, (S.K. Puram), Lane No-20, Danapur Patna, Bihar- 801503	Patna		Any Other,	
22	BR/2012/0051085	AAKASH GANGA RANG CHAUPAL ASSOCIATION	agrcabarauni@gmail.com	8603561615	AT CHAKIYA, POST VTPS, DISTT-BEGUSARAI, BIHAR	BEGUSARI	ARUNACHAL PRADESH, 	Aged/Elderly,Agriculture,Art & Culture,Children,Education & Literacy,	
23	BR/2018/0208443	aapasdari kala manch	aapasdarikalamanch@gmail.com	9304021811	vill bajitpur po vyapur ps maner dist patna	patna			
24	BR/2019/0234649	AAPKA AANCHAL	kaminibca4@gmail.com	8789928279	VILL BACHHWARA BAZAR, P.O.- BACHHWARA, DISTRICT- BEGUSARAI (BIHAR) - 851111	Begusarai	BIHAR, 	Agriculture,Animal Husbandry, Dairying  &  Fisheries,Children,Civic Issues,Dalit Upliftment,Drinking Water,Education & Literacy,Aged/Elderly,Environment & Forests,Food Processing,Health & Family Welfare,HIV/AIDS,Labour & Employment,Legal Awareness & Aid,Micro Finance (SHGs),Micro Small & Medium Enterprises,Panchayati Raj,Rural Development & Poverty Alleviation,Tribal Affairs,Vocational Training,Water Resources,Women's Development & Empowerment,Youth Affairs,	https://www.aapkaanchal.org/
25	BR/2012/0051516	AAROGYAA FOUNDATION FOR HEALTH PROMOTION AND COMMUNITY BASED REHABILITATION	aarogyaafoundation@gmail.com	9934691872	COAT BAZAR,MAHARANI STHAN,WARD NO 13,SITAMARHI,BIHAR, PIN-843302	SITAMARHI	BIHAR, 	Health & Family Welfare,HIV/AIDS,Human Rights,Nutrition,Right to Information & Advocacy,Women's Development & Empowerment,Differently Abled,	
26	BR/2018/0190609	AAROHI RAMYA EDUCATIONAL & WELFARE TRUST	rajaamar.khc@gmail.com	9470000120	36 FRIENDS COLONY ASHIANA NAGAR PS RAJIV NAGAR DIDTT-PATNA BIHAR PINCODE 800025	PATNA	BIHAR, 	Children,Dalit Upliftment,Disaster Management,Environment & Forests,Health & Family Welfare,HIV/AIDS,Science & Technology,Vocational Training,Youth Affairs,	
27	BR/2018/0189874	AARSHVIDYA SHIKSHAN PRASHIKSHAN SEVA SANSTHAN	avspssmotihari@gmail.com	9470283903	MAHARSHI NAGAR CHHOTA BARIYARPUR MOTIHARI	MOTIHARI	BIHAR, 	Education & Literacy,	
28	BR/2018/0185095	Aarti Educational trust	ashish@aet.co.in	9135080061	1st Floor, Ramlakhan Market, Behind Shiv Shakti Mandir, Ramjivan Chowk	Hajipur	BIHAR, 	Dalit Upliftment,Education & Literacy,Information & Communication Technology,	https://www.aet.co.in
29	BR/2018/0198626	AARUNYA SANSTHAN	aarunyasansthan2311@gmail.com	9334753498	3RD FLOOR, UMA SMRITI CAMPUS, PETHIYA BAZZAR, MAHAVIR CHOWK, PHULWARI SHARIF.	PATNA	BIHAR, 	Children,Education & Literacy,Environment & Forests,Health & Family Welfare,Vocational Training,Women's Development & Empowerment,Art & Culture,Agriculture,Food Processing,Micro Small & Medium Enterprises,	
30	BR/2019/0225382	AARYAMNS FOUNDATION	ashutoshmaharaj@gmail.com	9164466555	SATYADEO MAHARAJ, CYCLE NO.- 251, WARD- 1, SHASTRINAGAR, BC COLLEGE, RAZA BAZAR	PATNA	BIHAR, 	Agriculture,Animal Husbandry, Dairying  &  Fisheries,Art & Culture,Children,Drinking Water,Education & Literacy,Environment & Forests,Health & Family Welfare,HIV/AIDS,Vocational Training,Women's Development & Empowerment,Youth Affairs,Any Other,	
31	BR/2020/0257105	AASHA NIKETAN	aashaniketan@gmail.com	9955670954	Village jhajha po-lohari ps -chandan District :-Banka Bihar PI:-814131	Banka	BIHAR, 	Rural Development & Poverty Alleviation,	
32	BR/2017/0177779	AASHRA SEWA KENDRA	rksingh2704@gmail.com	9470638379	VILL CHANDI, P.O - NARHI CHANDI,BHOJPUR-802161 (BIHAR)	CHANDI	BIHAR, 	Vocational Training,	
33	BR/2014/0080059	AASHRAY SEVA SADAN	ajaypushpa1972@gmail.com	9470271464	RASALPURCHHATAUNA	Samastipur	BIHAR, 	Animal Husbandry, Dairying  &  Fisheries,Children,Disaster Management,Environment & Forests,Health & Family Welfare,Labour & Employment,Rural Development & Poverty Alleviation,Women's Development & Empowerment,Art & Culture,Human Rights,Vocational Training,Water Resources,Any Other,Education & Literacy,Sports,HIV/AIDS,Youth Affairs,	
34	BR/2019/0227692	AASNA FOUNDATION	aasnafoundation13@gmail.com	8969758359	VILL P.O.- POHIYAR, P.S.- DESARI, VIA-MAHANAR ROAD	VAISHALI	BIHAR, 	Agriculture,Animal Husbandry, Dairying  &  Fisheries,Art & Culture,Children,Civic Issues,Education & Literacy,Environment & Forests,Health & Family Welfare,HIV/AIDS,Sports,Tribal Affairs,Vocational Training,Women's Development & Empowerment,Youth Affairs,Any Other,	
35	BR/2018/0204193	AASRA	aasrabgp@gmail.com	9934051031	NEAR JAIN MANDIR LANE,KOTWALI CHOWK,BHAGALPUR-812002-BIHAR	BHAGALPUR	BIHAR, 	Nutrition,Children,Civic Issues,Dalit Upliftment,Differently Abled,Drinking Water,Education & Literacy,Aged/Elderly,Environment & Forests,Health & Family Welfare,Rural Development & Poverty Alleviation,Urban Development & Poverty Alleviation,	https://www.facebook.com/aasrabgp/
36	BR/2020/0264098	AASRAH WELFARE TRUST	aasrahwelfaretrust@gmail.com	9831994135	VILLAGE: BALANT, POST OFFICE: MAKSUDA, POLICE STATION: SAKRI, DISTRICT: MADHUBANI STATE: BIHAR, PIN CODE: 847234	MADHUBANI	BIHAR, 	Agriculture,Animal Husbandry, Dairying  &  Fisheries,Art & Culture,Education & Literacy,Environment & Forests,Health & Family Welfare,Labour & Employment,Rural Development & Poverty Alleviation,Women's Development & Empowerment,	
37	BR/2019/0229249	Aass samajik sangathan	aasssamajik96@yahoo.com	9304740528	ANISHABAD LAL MANDIR GALI ANISHABAD PATNA	PATNA	BIHAR, 	Urban Development & Poverty Alleviation,Children,Education & Literacy,Nutrition,Panchayati Raj,Rural Development & Poverty Alleviation,Vocational Training,Women's Development & Empowerment,Environment & Forests,Health & Family Welfare,Aged/Elderly,Food Processing,Water Resources,	http://www.aassindia.com
38	BR/2016/0097576	Aastha Charitable and Welfare Society	druma.shankarsinha@gmail.com	9334106629	Vishal Wing-1, Opp. - Pillar No. 56, Near Machali Market, Raja Bazar, Patna-800014	Patna			http://aasthaindia.org
39	BR/2017/0155419	Aastha Education Trust	gaurav6152@yahoo.com	8935912000	C/o Mr Ram Prasad Agrawal BEL MORE Main Road, Obra, Aurangabad, Bihar824124	Obra	BIHAR, 	Education & Literacy,Rural Development & Poverty Alleviation,	http://aastaeducationtrust.org/
40	BR/2017/0165346	AASTHA FOUNDATION (AF)	navin.navendu@yahoo.com	9709502227	VIILAGEAMRAKH POST AMRAKH VIA SILOUT PIN 843119 P.S. MANIYARI	MUZAFFARPUR	BIHAR, 	Agriculture,Art & Culture,Children,Civic Issues,Disaster Management,Education & Literacy,Aged/Elderly,Environment & Forests,Health & Family Welfare,HIV/AIDS,Labour & Employment,Land Resources,Minority Issues,Rural Development & Poverty Alleviation,Sports,	
41	BR/2020/0270527	AASTHA SOCIAL & WELFARE TRUST	aasthasocialwelfaretrust@gmail.com	7250284124	Kon Kothiya Fatehpur Rukunpur Patna	Patna	BIHAR, 	Micro Small & Medium Enterprises,Panchayati Raj,	
42	BR/2017/0163237	AATM DARSHAN	aatmdarshan95@gmail.com	8539883997	VILL.-CHANPURA, P.O P.S- CHENARI DISTT.- ROHTASH	ROHTAS	BIHAR, 	Animal Husbandry, Dairying  &  Fisheries,Art & Culture,Biotechnology,Children,Civic Issues,Differently Abled,Education & Literacy,Environment & Forests,Food Processing,Health & Family Welfare,HIV/AIDS,Housing,Human Rights,Information & Communication Technology,Micro Finance (SHGs),Nutrition,Rural Development & Poverty Alleviation,Vocational Training,Youth Affairs,	
43	BR/2020/0263839	AATMA MUKTIDHAM FOUNDATION	muktidhamfoundation2020@gmail.com	9508502259	SRI RAM MARKET NEARRDTOWER NEW PUNAICHAK PATNA (BIHAR) PIN -800023.	patna	BIHAR, 	Aged/Elderly,Any Other,Aged/Elderly,Any Other,Civic Issues,Civic Issues,	
44	BR/2020/0269605	AAWAJ TODAY FOUNDATION	aawajtodayfoundation@gmail.com	8227988888	VILL DADPUR, POST FATEHPUR, PS AKABARPUR, DISTRICT NAWADA, BIHAR 805126	NAWADA	BIHAR, 	Animal Husbandry, Dairying  &  Fisheries,Education & Literacy,Health & Family Welfare,Rural Development & Poverty Alleviation,Urban Development & Poverty Alleviation,Women's Development & Empowerment,	
45	BR/2015/0087410	ABDALI WELFARE SOCIETY	advo.abdul.samad@gmail.com	9334082620	ABDALI WELFARE SOCIETY MOH. CHAUDHARY TOLA BEHIND GETWEL HOSPITAL, RAJA BAZAR	PATNA	BIHAR, 	Children,Civic Issues,Education & Literacy,Health & Family Welfare,HIV/AIDS,Human Rights,Information & Communication Technology,Legal Awareness & Aid,Micro Finance (SHGs),Minority Issues,Youth Affairs,	
46	BR/2016/0106105	abdin educational cultutal society barae ilmofun	rahbarabdin3@gmail.com	7004011541	62 D. N Das Road, Langar Toli Chauraha, PO- Bankipur, P.S- Pirbahor,Patna- 800004.	Patna	BIHAR, CHANDIGARH, 	Animal Husbandry, Dairying  &  Fisheries,Aged/Elderly,Children,Dalit Upliftment,Food Processing,Health & Family Welfare,Human Rights,Labour & Employment,Minority Issues,Micro Small & Medium Enterprises,Right to Information & Advocacy,Rural Development & Poverty Alleviation,Scientific & Industrial Research,Sports,Vocational Training,Women's Development & Empowerment,Youth Affairs,	
47	BR/2018/0203288	Abdin Edutech Private Limited	abdinedutech@gmail.com	8102903939	Ground Floor, Puspanjali Complex, Boring Road, Patna 800001, Bihar	Patna	BIHAR, 	Education & Literacy,Housing,Information & Communication Technology,Labour & Employment,Micro Small & Medium Enterprises,Minority Issues,Sports,Vocational Training,Any Other,Education & Literacy,Housing,Information & Communication Technology,Labour & Employment,Micro Small & Medium Enterprises,Minority Issues,Sports,Vocational Training,Any Other,Women's Development & Empowerment,Women's Development & Empowerment,Biotechnology,Human Rights,Science & Technology,Art & Culture,Biotechnology,	
48	BR/2009/0022287	abdul qaiyum ansari audyogik vidyalay sah prashikchan kendra bhojpur arrah	aav.arrah2@rediffmail.com	9955741252	Md. Yasin Ansari, Secratary Moh Quazi Tola Sarai , Postarrah, DisttBhojpur, Bihar Pin - 802301	arrah		Education & Literacy,	
49	BR/2018/0210438	ABDUL WADOOD EDUCATIONAL WELFARE SOCIETY AMOUR	mukarramhussain592@gmail.com	9934832675	AT.- MAZAR MARKET, AMOUR GALI, GALI NO.-2, P.O. P.S.-AMOUR, PURNEA	PURNEA	BIHAR, 	Animal Husbandry, Dairying  &  Fisheries,Art & Culture,Children,Dalit Upliftment,Differently Abled,Disaster Management,Drinking Water,Education & Literacy,Aged/Elderly,Environment & Forests,Health & Family Welfare,HIV/AIDS,Labour & Employment,Minority Issues,Women's Development & Empowerment,	
50	BR/2017/0117412	ABDUR RASHID EDUCATIONAL AND WELFARE SOCIETY	arews79@hotmail.com	9798919191	Churipatti, Near Computer City	Kishanganj	BIHAR, 	Education & Literacy,Art & Culture,Environment & Forests,Health & Family Welfare,Information & Communication Technology,Legal Awareness & Aid,Minority Issues,Rural Development & Poverty Alleviation,Vocational Training,Women's Development & Empowerment,Youth Affairs,	http://arews.in
51	BR/2018/0220907	ABHA	rajiv.is.singh@gmail.com	9304832187	Road No-20, Rajiv Nagar Patna-800024	Patna			
52	BR/2017/0180911	ABHAYA NARI SASHAKTIKARAN SOCIETY	anssbhagalpur@gmail.com	8797678775	C/O TRILOK KUMAR JHA, ISHACHAK(NEAR PANI TANKI), BHAGALPUR	BHAGALPUR	BIHAR, 	Agriculture,Animal Husbandry, Dairying  &  Fisheries,Art & Culture,Children,Civic Issues,Dalit Upliftment,Disaster Management,Drinking Water,Education & Literacy,Legal Awareness & Aid,Vocational Training,Women's Development & Empowerment,	
53	BR/2017/0172356	Abhigyan Disha	abhigyan_disha@yahoo.co.in	9431836571	At PO- Narhi, Mureth Via- Kaluahi District- Madhubani, Bihar. PIN-847229	Madhubani	BIHAR, 	Disaster Management,Education & Literacy,	
54	BR/2018/0194940	Abhilasha Pariwar Swyamsevi Sanstha	abhilasha_pariwar@rediffmail.com	9431634650	Mohalla- Mirchaibari, Post- Katihar Dist- Katihar, Pin- 854105 (Bihar)	Katihar	BIHAR, 	Children,Civic Issues,Differently Abled,Education & Literacy,Environment & Forests,Health & Family Welfare,HIV/AIDS,Nutrition,Vocational Training,Women's Development & Empowerment,Youth Affairs,Any Other,	
55	BR/2020/0249646	ABHIMAN SEWA SANSTHAN	abhimanss2004@gmail.com	7004953874	AT-HIDAYATPUR, P.O.- MANJHAULI, P.S.- KHUSRUPUR, PATNA	PATNA	BIHAR, 	Agriculture,Animal Husbandry, Dairying  &  Fisheries,Children,Disaster Management,Drinking Water,Education & Literacy,Environment & Forests,Food Processing,Health & Family Welfare,HIV/AIDS,Human Rights,Information & Communication Technology,Land Resources,Legal Awareness & Aid,Micro Finance (SHGs),Minority Issues,Right to Information & Advocacy,Rural Development & Poverty Alleviation,Vocational Training,Women's Development & Empowerment,Youth Affairs,	
56	BR/2019/0242998	ABHIMANNU MEMORIAL EDUCATIONAL TRUST	ametrust88@gmail.com	9934737411	NEAR DURGA MANDIR, RAFIGANJ, DISTRICT- AURANGABAD, BIHAR	RAFIGANJ	BIHAR, 	Agriculture,Animal Husbandry, Dairying  &  Fisheries,Art & Culture,Biotechnology,Children,Dalit Upliftment,Disaster Management,Drinking Water,Education & Literacy,Environment & Forests,Food Processing,Health & Family Welfare,HIV/AIDS,Human Rights,Information & Communication Technology,Labour & Employment,Micro Finance (SHGs),Micro Small & Medium Enterprises,Minority Issues,New & Renewable Energy,Panchayati Raj,Right to Information & Advocacy,Rural Development & Poverty Alleviation,Sports,Urban Development & Poverty Alleviation,Vocational Training,Water Resources,Women's Development & Empowerment,Youth Affairs,	
57	BR/2010/0037829	ABHINANDAN	abhinandan9091@gmail.com	9835666910	NH-28,BHAGWANPUR	Muzaffarpur	BIHAR, 	Children,Disaster Management,Education & Literacy,Health & Family Welfare,HIV/AIDS,Panchayati Raj,Rural Development & Poverty Alleviation,Vocational Training,Art & Culture,	
58	BR/2017/0181642	ABHINAV CHARITABLE TRUST	jayantyadav88@gmail.com	7062149796	Abhinav Charitable TrustSupriya Cinema Road , South of LIC Building, Padma Nagar Bettiah ,West ChamparanBihar-845438	Bettiah			
59	BR/2018/0218102	ABHINAV NIKETAN	abhinavniketan94@gmail.com	7765953838	208 ,203 JAGAT TRADE CENTRE FRASER ROAD PATNA 800001 BIHAR	FRASER ROAD	BIHAR, WEST BENGAL, 	Art & Culture,Children,Education & Literacy,Environment & Forests,Health & Family Welfare,HIV/AIDS,Human Rights,Micro Finance (SHGs),Micro Small & Medium Enterprises,Minority Issues,Rural Development & Poverty Alleviation,Science & Technology,Urban Development & Poverty Alleviation,Vocational Training,Women's Development & Empowerment,Youth Affairs,Any Other,	
60	BR/2017/0152827	ABHINAY ARTS	abhinayarts936@gmail.com	8789520068	Abhinay arts, c/o- Manikantchoudhary, G-Floor,Saket Vihar,Mitra Mandal Coloney,Anisabad,Patna-800002- (BIHAR)	patna	BIHAR, 	Art & Culture,Art & Culture,	
61	BR/2018/0198265	ABHINAY RANG MANDAL	abhinayrangmandal1985@gmail.com	9006279324	ATADARSH COLONY, KAKO ROAD	JEHANABAD	BIHAR, 	Art & Culture,Children,Education & Literacy,Environment & Forests,Women's Development & Empowerment,Any Other,	
62	BR/2019/0227327	ABHIPSA	abhipsa082014@gmail.com	9939631799	MAHESHPUR NEAR SHIV MANDIR MEHNDIGANJ SAMATCHAK PATNA CITY PATNA	PATNA	BIHAR, 	Agriculture,Animal Husbandry, Dairying  &  Fisheries,Art & Culture,Children,Civic Issues,Dalit Upliftment,Differently Abled,Disaster Management,Education & Literacy,Aged/Elderly,Environment & Forests,Food Processing,Health & Family Welfare,HIV/AIDS,Housing,Human Rights,Information & Communication Technology,Labour & Employment,Land Resources,Legal Awareness & Aid,Micro Finance (SHGs),Minority Issues,New & Renewable Energy,Nutrition,Panchayati Raj,Prisoner's Issues,Right to Information & Advocacy,Rural Development & Poverty Alleviation,Sports,Tribal Affairs,Vocational Training,Women's Development & Empowerment,Youth Affairs,	
63	BR/2018/0211283	Abhiruchi foundation & educational trust	abhiruchifoundationtrust@gmail.com	8210094938	Narhan,shastri chowk,samastipur,bihar,pin-848211	Narhan	BIHAR, 	Vocational Training,Women's Development & Empowerment,Dalit Upliftment,Health & Family Welfare,Human Rights,Labour & Employment,Rural Development & Poverty Alleviation,Tribal Affairs,Water Resources,Panchayati Raj,Children,Dalit Upliftment,Education & Literacy,	
64	BR/2009/0017054	Abhiyan	abhiyanoffice@gmail.com	9431017405	Abhiyan Birsa Adivasi Colony, North of Biscoman colony, Gulzarbag, Patna, Bihar,Pin- 800007	Patna	BIHAR, 	Animal Husbandry, Dairying  &  Fisheries,Aged/Elderly,Agriculture,Art & Culture,Children,Civic Issues,Differently Abled,Disaster Management,Dalit Upliftment,Drinking Water,Education & Literacy,Environment & Forests,Food Processing,Health & Family Welfare,HIV/AIDS,Housing,Human Rights,Information & Communication Technology,Legal Awareness & Aid,Labour & Employment,Land Resources,Micro Finance (SHGs),Minority Issues,Micro Small & Medium Enterprises,Nutrition,	http://www.abhiyan.net
65	BR/2020/0264151	ABHYAAS FOUNDATION	abhyaasfoundation@gmail.com	7004319467	RENTAL FLAT-184,KANKARBAGH, PATNA-800020,BIHAR	PATNA	BIHAR, 	Art & Culture,Education & Literacy,Environment & Forests,Health & Family Welfare,Labour & Employment,Rural Development & Poverty Alleviation,Sports,Urban Development & Poverty Alleviation,Vocational Training,Water Resources,Women's Development & Empowerment,Youth Affairs,	https://abhyaasfoundation.org/
66	BR/2019/0241725	ABRAM MANAGEMENT PRIVATE LIMITED	abrampvtltd@gmail.com	9431032033	ISHA NAGAR PHULWARI SHARIF	PATNA	BIHAR, 	Agriculture,Animal Husbandry, Dairying  &  Fisheries,Art & Culture,Biotechnology,Children,Civic Issues,Dalit Upliftment,Differently Abled,Disaster Management,Drinking Water,Education & Literacy,Aged/Elderly,Environment & Forests,Food Processing,Health & Family Welfare,HIV/AIDS,Housing,Human Rights,Information & Communication Technology,Labour & Employment,Land Resources,Legal Awareness & Aid,Micro Finance (SHGs),Micro Small & Medium Enterprises,Minority Issues,New & Renewable Energy,Nutrition,Panchayati Raj,Prisoner's Issues,Right to Information & Advocacy,Rural Development & Poverty Alleviation,Science & Technology,Scientific & Industrial Research,Sports,Tourism,Tribal Affairs,Urban Development & Poverty Alleviation,Vocational Training,Water Resources,Women's Development & Empowerment,Youth Affairs,Any Other,	
