S.no.	ID	Name	Email-id	Mobile no.	Address	City	State	Sector	Website
14	AR/2018/0199325	AKARUM SOCIETY FOR ECO TOURISM & WILDLIFE CONSERVATION	maisengmorang@gmail.com	9378131767	JAIRAMPUR, CHANGLANG DISTRICT, ARUNACHAL PRADESH792121	JAIRAMPUR	ARUNACHAL PRADESH, 	Agriculture,Animal Husbandry, Dairying  &  Fisheries,Art & Culture,Children,Civic Issues,Disaster Management,Drinking Water,Education & Literacy,Food Processing,Health & Family Welfare,HIV/AIDS,Human Rights,Information & Communication Technology,Labour & Employment,Legal Awareness & Aid,Micro Finance (SHGs),Rural Development & Poverty Alleviation,Science & Technology,Scientific & Industrial Research,Sports,Tourism,Urban Development & Poverty Alleviation,Vocational Training,Water Resources,Women's Development & Empowerment,Youth Affairs,Any Other,		
15	AR/2019/0239999	ALL ARUNACHAL PRADESH DIVYANG WELFARE SOCIETY	cscnlg1@gmail.com	9402050488	TAKAR COLONY BORAPANI NAHARLAGUN	NAHARLAGUN				
16	AR/2019/0227007	ALL ARUNACHAL PRADESH GORKHA WELFARE SOCIETY 	rajengurung78@gmail.com	9615177584	OFFICE OF THEALL ARUNACHAL PRADESH GORKHA WELFARE SOCIETYGOVT.REGD NO.SR/ITA/4057ESTD-13THAPRIL 2007H.Q ITANAGAR PIN-791111G-SECTOR OPP R.K. MISSION HOSPITALDISTRICT PAPUM PARE (A.P)	ITANAGAR	ARUNACHAL PRADESH, 	Women's Development & Empowerment,		
17	AR/2019/0239721	ALL ARUNACHAL PRADESH WELFARE SOCIETY	rksahuji2002@yahoo.com	9402996222	ESS Sector, Near RWD Colony, Itanagar, Dist.-Papum Pare, Arunachal Pradesh-791111	Itanagar				
18	AR/2018/0201867	ALL ATO PAKTU AO WELFARE SOCIETY	lollenm15@gmail.com	9436236686	OPPOSITE SIDE OF MOPIN MANDIR, AALO NEAR INDUSTRY ROAD, AALO	AALO	ARUNACHAL PRADESH, 	Tribal Affairs,Any Other,Women's Development & Empowerment,Art & Culture,Civic Issues,Education & Literacy,Health & Family Welfare,Youth Affairs,	htp://www.aapaws.com	
19	AR/2017/0116381	ALL BADA PANCHAYAT WELFARE SOCIETY	abpws2003@gmail.com	9615287509	H.Q.-MENGIO DISTRICT - PAPUM PARE PIN NO. - 791119 STATE - ARUNACHAL PRADESH	ITANAGAR	ARUNACHAL PRADESH, 	Animal Husbandry, Dairying  &  Fisheries,Aged/Elderly,Agriculture,Art & Culture,Disaster Management,Drinking Water,Education & Literacy,Environment & Forests,Food Processing,Housing,Human Rights,Information & Communication Technology,Legal Awareness & Aid,Labour & Employment,Land Resources,Micro Finance (SHGs),Minority Issues,Micro Small & Medium Enterprises,New & Renewable Energy,Panchayati Raj,Right to Information & Advocacy,Rural Development & Poverty Alleviation,Scientific & Industrial Research,Science & Technology,Vocational Training,		
20	AR/2018/0200818	All Beyong Welfare Society	harisono1982@gmail.com	9436676232	All Beyong Welfare Society H. O. Pakke P. O. /P. S. Bameng East Kameng District Seppa Arunachal Pradesh	Seppa	ARUNACHAL PRADESH, 	Agriculture,Animal Husbandry, Dairying  &  Fisheries,Children,Civic Issues,Disaster Management,Environment & Forests,Food Processing,Health & Family Welfare,Land Resources,Micro Small & Medium Enterprises,New & Renewable Energy,Tribal Affairs,Vocational Training,Women's Development & Empowerment,Youth Affairs,		
21	AR/2020/0258068	ALL LEKANG AREA YOUTH ASSOCIATION	alaya.lekang@gmail.com	7005248322	NH-52B, MAHADEVPUR, LEKANG CIRCLE	MAHADEVPUR	ARUNACHAL PRADESH, 	Micro Small & Medium Enterprises,Rural Development & Poverty Alleviation,		
22	AR/2010/0038276	ALOMBRO MAYU YAKU CHI AMEY AROGA AMYAA	amyaaforchange@gmail.com	9436634127	AMYAA OFFICE MAYU-II, ROING LOWER DIBANG VALLEY DISTRICT ARUNACHAL PRADESH	ROING	ARUNACHAL PRADESH, 	Animal Husbandry, Dairying  &  Fisheries,Aged/Elderly,Agriculture,Art & Culture,Children,Civic Issues,Disaster Management,Drinking Water,Education & Literacy,Environment & Forests,Food Processing,Health & Family Welfare,HIV/AIDS,Human Rights,Legal Awareness & Aid,Labour & Employment,Micro Finance (SHGs),Minority Issues,Micro Small & Medium Enterprises,Nutrition,Right to Information & Advocacy,Rural Development & Poverty Alleviation,Tribal Affairs,Vocational Training,Women's Development & Empowerment,	http://amyaaforchange.com	
23	AR/2017/0114615	Ama Aba MPCS Ltd	amaabampcs@gmail.com	9615287779	Ama Aba MPCS Ltd  Plot No. 52, PO & PS Ziro  Dist Lower Subanasir   Arunachal Pradesh  Pin No. : 791120	Lower Subanasir	ARUNACHAL PRADESH, 	Animal Husbandry, Dairying  &  Fisheries,Aged/Elderly,Agriculture,Art & Culture,Biotechnology,Children,Civic Issues,Differently Abled,Disaster Management,Dalit Upliftment,Drinking Water,Education & Literacy,Environment & Forests,Food Processing,Health & Family Welfare,HIV/AIDS,Housing,Human Rights,Information & Communication Technology,Legal Awareness & Aid,Labour & Employment,Land Resources,Micro Finance (SHGs),Minority Issues,Micro Small & Medium Enterprises,		
24	AR/2009/0009702	Amik Matai Society	amikmatai@gmail.com	9436226987	Amik Matai Society Post Box No 8  New Mekailiang Tezu  PO Tezu  Lohit District  Arunachal Pradesh  792 001	Tezu	ARUNACHAL PRADESH, 	Animal Husbandry, Dairying  &  Fisheries,Agriculture,Art & Culture,Disaster Management,Drinking Water,Education & Literacy,Environment & Forests,Health & Family Welfare,HIV/AIDS,Housing,Information & Communication Technology,Labour & Employment,Land Resources,Micro Finance (SHGs),Micro Small & Medium Enterprises,Panchayati Raj,Right to Information & Advocacy,Rural Development & Poverty Alleviation,Sports,Tribal Affairs,Tourism,Vocational Training,	http://ngo.india.gov.in	
25	AR/2020/0262188	ANE ABO WELFARE SOCIETY	aneabowelfaresociety2020@gmail.com	8414992143	BASAR, LEPARADA DIST ARUNACHAL PRADESH	ARUNACHAL PRADESH		Agriculture,Animal Husbandry, Dairying  &  Fisheries,Art & Culture,Biotechnology,Children,Civic Issues,Dalit Upliftment,Differently Abled,Disaster Management,Drinking Water,Education & Literacy,Aged/Elderly,Environment & Forests,Food Processing,Health & Family Welfare,HIV/AIDS,Housing,Human Rights,Information & Communication Technology,Labour & Employment,Land Resources,Legal Awareness & Aid,Micro Finance (SHGs),Micro Small & Medium Enterprises,Minority Issues,New & Renewable Energy,Nutrition,Panchayati Raj,Prisoner's Issues,Right to Information & Advocacy,Rural Development & Poverty Alleviation,Science & Technology,Scientific & Industrial Research,Sports,Tourism,Tribal Affairs,Urban Development & Poverty Alleviation,Vocational Training,Water Resources,Women's Development & Empowerment,		
26	AR/2018/0215259	ANE RURAL DEVELOPMENT SOCIETY	etenitulollen@gmail.com	8787575147	AALO, WEST SIANG	AALO 	ARUNACHAL PRADESH, 	Children,Civic Issues,Women's Development & Empowerment,	http://www.aneruraldevsociety.com	
27	AR/2019/0237807	ANE SIANG WELFARE SOCIETY	anesiangwelfaresociety@gmail.com	7005204726	TABING HOUSE, LOWER BANSKOTA BACKSIDE KAMPO BAKERY	PASIGHAT		Education & Literacy,Aged/Elderly,Environment & Forests,Health & Family Welfare,HIV/AIDS,Information & Communication Technology,Minority Issues,Prisoner's Issues,Rural Development & Poverty Alleviation,Tribal Affairs,Vocational Training,Women's Development & Empowerment,		
28	AR/2020/0263396	ANGONG AJON MULTIPURPOSE COOPERATIVE SOCIETY LTD.	Sitangtagum6@gmail.com	9612542010	VillPangin P.O/P.SPangin DistrictSiang StateArunachal Pradesh	Pangin				
29	AR/2017/0154449	Anne Yadung Memorial Trust	anneytrust@gmail.com	8014072247	Post Box No. 290, Rakap Colony Naharlagun, Papum Pare District	Naharlagun	ARUNACHAL PRADESH, 	Dalit Upliftment,		
30	AR/2010/0029255	APACETS	apacets888@gmail.com	9612673445	Near M/S Rupa Lamps Ltd, Rupa, PO/PS Rupa West Kameng District Arunachal pradesh PIN 790003	RUPA	ARUNACHAL PRADESH, 	Animal Husbandry, Dairying  &  Fisheries,Aged/Elderly,Agriculture,Art & Culture,Biotechnology,Children,HIV/AIDS,Housing,Human Rights,Information & Communication Technology,Legal Awareness & Aid,Labour & Employment,Micro Finance (SHGs),Minority Issues,Micro Small & Medium Enterprises,New & Renewable Energy,Panchayati Raj,		
31	AR/2021/0274493	Apex Professional University	apu@apexuniversity.edu.in	8729852468	NH 52, Gumin Nagar	Pasighat	ARUNACHAL PRADESH, 		http://www.apexuniversity.edu.in	
32	AR/2016/0104210	ARUN KUTIR UDYOG COOPERATIVE SOCIETY LTD	akucoopsocietyltd@gmail.com	8731834178	VILLAGE AND PO SALANG, ZIRO DIST LOWER SUBANSIRI ARUNACHAL PRADESH PIN 791120	ZIRO	ARUNACHAL PRADESH, 	Animal Husbandry, Dairying  &  Fisheries,Aged/Elderly,Agriculture,Art & Culture,Biotechnology,Children,Civic Issues,Differently Abled,Disaster Management,Dalit Upliftment,Drinking Water,Education & Literacy,Environment & Forests,Food Processing,Health & Family Welfare,HIV/AIDS,Housing,Human Rights,Information & Communication Technology,Legal Awareness & Aid,Labour & Employment,Land Resources,Micro Finance (SHGs),Minority Issues,Micro Small & Medium Enterprises,		
33	AR/2020/0256498	ARUNACHAL FARMERS DEVELOPMENT SOCIETY	nimethongon@gmail.com	8753954565	AALO DISTRICT WEST SIANG	WEST SIANG	ARUNACHAL PRADESH, 			
34	AR/2017/0162049	ARUNACHAL GRACE OF GREEN SOCIETY	dada.demo34@gmail.com	9436227423	ARUNACHAL GRACE OF GREEN SOCIETY,D.N Road PO RK MISSION Vivek Vihar Itanagar Itanagar, Lohit Valley Itanagar Arunachal Pradesh- 791113	Itanagar	ARUNACHAL PRADESH, 	Art & Culture,Children,Drinking Water,Education & Literacy,Environment & Forests,Health & Family Welfare,HIV/AIDS,Information & Communication Technology,Rural Development & Poverty Alleviation,Sports,Vocational Training,		
35	AR/2020/0270614	ARUNACHAL HEALTH ORGANISATION	arhealthorg@gmail.com	8132886678	Itanagar	Itanagar				
36	AR/2019/0222700	ARUNACHAL HINDI SANSTHAN	massotakam14@gmail.com	7005669353	NITIVIHAR VIP ROAD ITANAGAR PO/PS-ITANAGAR	ITANAGAR	ARUNACHAL PRADESH, 	Agriculture,Animal Husbandry, Dairying  &  Fisheries,Art & Culture,Biotechnology,Children,Civic Issues,Dalit Upliftment,Differently Abled,Disaster Management,Drinking Water,Education & Literacy,Aged/Elderly,Environment & Forests,Food Processing,Health & Family Welfare,HIV/AIDS,Housing,Human Rights,Information & Communication Technology,Labour & Employment,Land Resources,Legal Awareness & Aid,Micro Finance (SHGs),Micro Small & Medium Enterprises,Minority Issues,New & Renewable Energy,Nutrition,Panchayati Raj,Prisoner's Issues,Right to Information & Advocacy,Rural Development & Poverty Alleviation,Science & Technology,Scientific & Industrial Research,Sports,Tourism,Tribal Affairs,Urban Development & Poverty Alleviation,Vocational Training,Water Resources,Women's Development & Empowerment,Youth Affairs,		
37	AR/2020/0261897	ARUNACHAL HOLISTIC EDUCATION TRUST	ahetsociety@gmail.com	9436040557	Institute of Basic Education (IBE),Ganga, Itanagar,Arunachal Pradesh	Itanagar	ARUNACHAL PRADESH, 	Education & Literacy,		
38	AR/2018/0185841	ARUNACHAL JESUIT SOCIETY	ajspalizi@gmail.com	9436276495	Palizi Via Seppa	Palizi	ARUNACHAL PRADESH, 	Children,Civic Issues,Education & Literacy,Environment & Forests,Health & Family Welfare,Human Rights,Rural Development & Poverty Alleviation,Women's Development & Empowerment,Youth Affairs,Any Other,		
39	AR/2014/0076007	Arunachal Pali Vidyapith Society	apvssecretary@gmail.com	7005473293	Arunachal Pali Vidyapith Society Vill Chongkham District Namsai Arunachal Pradesh Pin 792102	Chongkham	ARUNACHAL PRADESH, 	Education & Literacy,Environment & Forests,Agriculture,Art & Culture,Differently Abled,Health & Family Welfare,HIV/AIDS,Micro Finance (SHGs),Tribal Affairs,Vocational Training,Youth Affairs,		
40	AR/2020/0268024	Arunachal Pradesh Abotani Community Confederation	manghahaji2@gmail.com	9436054641	Itanagar, Papum Pare	Itanagar	ARUNACHAL PRADESH, 	Art & Culture,Civic Issues,Education & Literacy,Environment & Forests,Health & Family Welfare,Human Rights,Labour & Employment,Legal Awareness & Aid,Minority Issues,Right to Information & Advocacy,Sports,Tourism,Tribal Affairs,Vocational Training,Women's Development & Empowerment,Youth Affairs,Agriculture,Animal Husbandry, Dairying  &  Fisheries,Children,Disaster Management,Housing,Nutrition,		
41	AR/2018/0189098	ARUNACHAL PRADESH BHIKKHU SANGHA	dhamma_vani@rediffmail.com	8787758665	CHOWKHAM, LOHIT-792102 (ARUNACHAL PRADESH)	LOHIT		Art & Culture,		
42	AR/2016/0114233	ARUNACHAL PRADESH CHARITABLE TASK	arunachalpradeshcharitabletask@gmail.com	9435400000	LEKHI VILLAGE,NAHARLAGUN, DIST:- PAPUM PARE, ARUNACHAL PRADESH PIN:-791110	NAHARLAGUN	ARUNACHAL PRADESH, 	Agriculture,Art & Culture,Education & Literacy,Environment & Forests,Health & Family Welfare,Legal Awareness & Aid,Nutrition,Rural Development & Poverty Alleviation,Sports,Tribal Affairs,Tourism,Urban Development & Poverty Alleviation,Women's Development & Empowerment,Youth Affairs,		
43	AR/2018/0185375	ARUNACHAL PRADESH COMMON CAUSE SOCIETY	tagrutk@gmail.com	9436068652	HONAHARLAGUN DISTPAPUM PARE STATEARUNACHAL PRADESHPIN NO. 791110	NAHARLAGUN	ARUNACHAL PRADESH, 	Agriculture,Animal Husbandry, Dairying  &  Fisheries,Civic Issues,Disaster Management,Drinking Water,Education & Literacy,Health & Family Welfare,Human Rights,Information & Communication Technology,Labour & Employment,Micro Finance (SHGs),Rural Development & Poverty Alleviation,Science & Technology,Vocational Training,Water Resources,Women's Development & Empowerment,Youth Affairs,Any Other,		
44	AR/2020/0268220	ARUNACHAL PRADESH DISABLE SPORTS ASSOCIATION	kongotaku1985@gmail.com	9436062862	G- EXTENSION NAHARLAGUN, PO AND PS NAHARLAGUN, DISTRICT PAPUM PARE, ARUNACHAL PRADESH	NAHARLAGUN				
45	AR/2020/0258982	ARUNACHAL PRADESH HANDLOOM HANDICRAFT DEVELOPMENT SOCIETY	bswapan681@gmail.com	8415075227	Directorate of Textile	Itanagar	ARUNACHAL PRADESH, 	Women's Development & Empowerment,		
46	AR/2018/0199084	ARUNACHAL PRADESH REFORMED JUVENILE WELFARE ASSOCIATION	rajhivgrurung@gmail.com	8794021889	DAMSITE, NAHARLAGUN	Papum Pare	ARUNACHAL PRADESH, 	Children,Civic Issues,Education & Literacy,Labour & Employment,		
47	AR/2016/0110012	Arunachal Pradesh Seva Sangh	apss_mdtc@rediffmail.com	9402275630	B- Sector, Doimukh, Near Post Office  P.O. & P.S. Doimukh  District Papumpare  Arunachal Pradesh Pin-code 791112	Doimukh	ARUNACHAL PRADESH, ASSAM, testingswss, ASSAM, 	Micro Small & Medium Enterprises,Vocational Training,Women's Development & Empowerment,		
48	AR/2016/0105358	Arunachal Pradesh State Weavers Coop Federation LTD	apstateweaverscoopfederationlt@gmail.com	9856182037	PO / PS ZIRO DISTLOWER SUBANSIRI STATEARUNACHAL PRADESHPIN NO. 791120	ZIRO	ARUNACHAL PRADESH, 	Animal Husbandry, Dairying  &  Fisheries,Agriculture,Art & Culture,Labour & Employment,Land Resources,Rural Development & Poverty Alleviation,Science & Technology,Sports,Vocational Training,Water Resources,Women's Development & Empowerment,Youth Affairs,Any Other,		
49	AR/2018/0215016	ARUNACHAL PRADESH TRIBAL RESEARCH & SKILL DEVELOPMENT SOCIETY	tarhsonam@gmail.com	8131870536	E-SECTOR NAHARLAGUN, NEAR DONYI POLO TEMPLE	PAPUMPARE	ARUNACHAL PRADESH, 	Art & Culture,Science & Technology,Scientific & Industrial Research,Tribal Affairs,		
50	AR/2016/0114336	Arunachal Siksha Vikas samiti	asvspachin@gmail.com	9436897598	Arunachal Siksha Vikas Samiti Pachin Colony, P.O. Naharlagun PB No-252 Pin-791110	Naharlagun	ARUNACHAL PRADESH, 	Education & Literacy,	http://arunachlsikshavikassamiti.org.in	
51	AR/2020/0269821	Arunachal Tribal Development Society	arutribaldevsoc@gmail.com	9436054352	CityItanagar, DistrictPapum pare StateArunachal Pradesh	Itanagar				
52	AR/2019/0245802	ARUNACHAL VIKAS EBUM SHIKSHA SANGATAAN	NEHRUMURTEM5@GMAIL.COM	9436041065	C-sector ,Naharlagun Arunachal Pradesh	itanagar	ARUNACHAL PRADESH, 	Agriculture,Animal Husbandry, Dairying  &  Fisheries,Education & Literacy,Environment & Forests,		
53	AR/2018/0208822	Arunachal Vikas Parishad	arunachalvikasparishad@gmail.com	9436898951	BANK TINALI, C SECTOR, ITANAGAR	ITANAGAR	ARUNACHAL PRADESH, 	Agriculture,Animal Husbandry, Dairying  &  Fisheries,Children,Civic Issues,Education & Literacy,Environment & Forests,Health & Family Welfare,Human Rights,Sports,Tribal Affairs,Vocational Training,	http://www.arunachalvikasparishad.com	
54	AR/2016/0096815	Arunachal Women And Child Welfare Society	anishaapum2012@gmail.com	9436048135	Village-Remi P.O P.S- Dambuk Lower Dibang Valley Arunachal Pradesh-792110	Dambuk	ARUNACHAL PRADESH, 	Agriculture,Animal Husbandry, Dairying  &  Fisheries,Art & Culture,Children,Differently Abled,Disaster Management,Education & Literacy,Aged/Elderly,Environment & Forests,Health & Family Welfare,Human Rights,Information & Communication Technology,Micro Finance (SHGs),Nutrition,Science & Technology,Sports,Vocational Training,Women's Development & Empowerment,Any Other,		
55	AR/2018/0191198	ARUNJYOTI KALYAN SANSTHA	tabayallnabam@gmail.com	9862773797	WARD NO 5, VIVEK VIHAR	ITANAGAR	ARUNACHAL PRADESH, 	Vocational Training,		
56	AR/2017/0160561	ARUNODAY WELFARE SOCIETY	arunodayatawang@gmail.com	9599439029	TL Apartment, Polo Colony, Opp. Daily Market, Naharlagun, District: Papumpare, Arunachal Pradesh-791110	Itanagar	ARUNACHAL PRADESH, 	Art & Culture,Children,Civic Issues,Education & Literacy,Aged/Elderly,Environment & Forests,Health & Family Welfare,HIV/AIDS,Human Rights,Panchayati Raj,Sports,Tourism,Tribal Affairs,Women's Development & Empowerment,Youth Affairs,		
57	AR/2018/0206583	ATHUPOPO SOCIAL FOUNDATION	athupoposf01@gmail.com	9436883088	HO. ROING LOWER DIBANG VALLEY DIST. AP	ROING	ARUNACHAL PRADESH, 	Agriculture,Animal Husbandry, Dairying  &  Fisheries,Children,Civic Issues,Disaster Management,Drinking Water,Education & Literacy,Health & Family Welfare,HIV/AIDS,Human Rights,Information & Communication Technology,Labour & Employment,Legal Awareness & Aid,Micro Finance (SHGs),Micro Small & Medium Enterprises,New & Renewable Energy,Right to Information & Advocacy,Rural Development & Poverty Alleviation,Science & Technology,Scientific & Industrial Research,Sports,Tourism,Tribal Affairs,Urban Development & Poverty Alleviation,Vocational Training,Water Resources,Women's Development & Empowerment,Youth Affairs,Any Other,		
58	AR/2020/0263598	AYANAM ANE MULTIPURPOSE COOPERATIVE SOCIETY LTD	aneayanam@gmail.com	8974142034	Village Jirdin, PO/PSAalo, District - West Siang, Arunachal Pradesh, Pin- 791001	Aalo				
59	AR/2018/0198212	BAAM BOKAM WELFARE ASSOCIATION	nasilarbin77@gmail.com	9402450252	DUMPORIJO, UPPER SUBANSIRI DISTRICT, A.P.791122	DUMPORIJO	ARUNACHAL PRADESH, 	Agriculture,Art & Culture,Children,Civic Issues,Disaster Management,Drinking Water,Food Processing,Health & Family Welfare,HIV/AIDS,Human Rights,Information & Communication Technology,Labour & Employment,Micro Finance (SHGs),Micro Small & Medium Enterprises,Minority Issues,Rural Development & Poverty Alleviation,Science & Technology,Scientific & Industrial Research,Sports,Tourism,Tribal Affairs,Urban Development & Poverty Alleviation,Vocational Training,Water Resources,Women's Development & Empowerment,Youth Affairs,Any Other,		
60	AR/2018/0202050	BANGGO WOMEN WELFARE ASSOCIATION	gekyamjijong@gmail.com	9402605572	Yingkiong, Upper Siang District Arunachal Pradesh pin codec 791002	Yingkiong Upper Siang	ARUNACHAL PRADESH, 	Art & Culture,Disaster Management,Education & Literacy,Food Processing,Micro Small & Medium Enterprises,Nutrition,Tourism,Vocational Training,	http://www.bwwaykg.org	
61	AR/2017/0151705	BAPU WELFARE SOCIETY	chonolum11@gmail.com	8014270015	VILL-TAFRAGAMPO-TAFRAGAM PS-TEZU	TEZU	ARUNACHAL PRADESH, 	Art & Culture,Animal Husbandry, Dairying  &  Fisheries,Drinking Water,Education & Literacy,Environment & Forests,Micro Finance (SHGs),Rural Development & Poverty Alleviation,Sports,		
62	AR/2017/0158564	BETHEL LIFECARE CHARITABLE TRUST	blctrust2014@gmail.com	8486033907	ABOVE CHENA PHARMACY PO/PS JAIRAMPUR DIST CHANGLANG792121 (A.P.)	JAIRAMPUR	ARUNACHAL PRADESH, ASSAM, 	Education & Literacy,Environment & Forests,Food Processing,Health & Family Welfare,Human Rights,Information & Communication Technology,Labour & Employment,Legal Awareness & Aid,Micro Finance (SHGs),Tourism,Vocational Training,Women's Development & Empowerment,		
63	AR/2017/0120391	Bharat Sevashram Sangha Itanagar	bssitanagar17@gmail.com	8794241369	Bharat Sevashram Sangha Itanagar Post Itanagar Kalimandir Dist. Papumpare Arunachal Pradesh	Itanagar	ARUNACHAL PRADESH, 	Disaster Management,Education & Literacy,Sports,Tribal Affairs,Vocational Training,		
